date,product,vertical,active_robots,avg_uptime_hours,errors,avg_distance_km
2024-12-07,Senpai,education,21,15.62,27.0,11.67
2024-12-07,Sentinel Prime AI,indoor_security,23,12.59,13.0,12.4
2024-12-08,Aido Humanoid,humanoid,30,12.98,13.0,12.09
2024-12-08,Aido Rover,outdoor_patrol,13,15.14,4.0,13.42
2024-12-08,Fari,eldercare,20,14.26,12.0,15.71
2024-12-08,Senpai,education,22,15.51,22.0,13.97
2024-12-08,Sentinel Prime AI,indoor_security,22,15.06,15.0,15.96
2024-12-09,Aido Humanoid,humanoid,29,15.6,26.0,13.02
2024-12-09,Aido Rover,outdoor_patrol,13,14.43,8.0,13.56
2024-12-09,Fari,eldercare,19,15.81,11.0,13.74
2024-12-09,Senpai,education,21,13.58,22.0,14.91
2024-12-09,Sentinel Prime AI,indoor_security,21,17.09,10.0,11.43
2024-12-10,Aido Humanoid,humanoid,31,15.01,33.0,13.59
2024-12-10,Aido Rover,outdoor_patrol,13,13.47,12.0,12.65
2024-12-10,Fari,eldercare,19,17.23,22.0,15.9
2024-12-10,Senpai,education,21,14.6,15.0,15.32
2024-12-10,Sentinel Prime AI,indoor_security,22,16.02,11.0,11.39
2024-12-11,Aido Humanoid,humanoid,32,16.64,20.0,11.72
2024-12-11,Aido Rover,outdoor_patrol,13,13.56,9.0,12.38
2024-12-11,Fari,eldercare,20,14.69,24.0,10.48
2024-12-11,Senpai,education,22,14.39,13.0,13.77
2024-12-11,Sentinel Prime AI,indoor_security,24,15.29,23.0,12.62
2024-12-12,Aido Humanoid,humanoid,32,15.46,31.0,13.52
2024-12-12,Aido Rover,outdoor_patrol,13,16.7,11.0,15.55
2024-12-12,Fari,eldercare,20,14.22,14.0,12.65
2024-12-12,Senpai,education,22,16.47,15.0,11.47
2024-12-12,Sentinel Prime AI,indoor_security,22,13.74,21.0,12.67
2024-12-13,Aido Humanoid,humanoid,33,15.06,27.0,13.03
2024-12-13,Aido Rover,outdoor_patrol,13,14.51,8.0,12.31
2024-12-13,Fari,eldercare,18,15.0,12.0,13.18
2024-12-13,Senpai,education,21,15.5,12.0,15.01
2024-12-13,Sentinel Prime AI,indoor_security,25,13.71,27.0,12.52
2024-12-14,Aido Humanoid,humanoid,30,14.3,19.0,13.77
2024-12-14,Aido Rover,outdoor_patrol,13,15.32,13.0,8.41
2024-12-14,Fari,eldercare,19,14.33,17.0,10.55
2024-12-14,Senpai,education,22,14.75,9.0,14.07
2024-12-14,Sentinel Prime AI,indoor_security,25,15.73,18.0,13.7
2024-12-15,Aido Humanoid,humanoid,31,14.73,23.0,12.88
2024-12-15,Aido Rover,outdoor_patrol,13,14.04,12.0,9.78
2024-12-15,Fari,eldercare,19,13.98,7.0,13.24
2024-12-15,Senpai,education,20,15.09,20.0,12.24
2024-12-15,Sentinel Prime AI,indoor_security,25,16.07,20.0,12.31
2024-12-16,Aido Humanoid,humanoid,30,14.52,11.0,11.5
2024-12-16,Aido Rover,outdoor_patrol,12,14.08,8.0,11.29
2024-12-16,Fari,eldercare,20,14.74,24.0,11.86
2024-12-16,Senpai,education,20,14.73,21.0,13.43
2024-12-16,Sentinel Prime AI,indoor_security,26,15.51,15.0,8.3
2024-12-17,Aido Humanoid,humanoid,31,12.39,23.0,14.07
2024-12-17,Aido Rover,outdoor_patrol,13,12.51,16.0,15.76
2024-12-17,Fari,eldercare,19,14.22,9.0,13.89
2024-12-17,Senpai,education,22,14.92,15.0,15.37
2024-12-17,Sentinel Prime AI,indoor_security,25,15.54,21.0,13.22
2024-12-18,Aido Humanoid,humanoid,32,14.84,19.0,14.46
2024-12-18,Aido Rover,outdoor_patrol,11,13.42,4.0,13.02
2024-12-18,Fari,eldercare,20,14.58,11.0,11.07
2024-12-18,Senpai,education,21,15.45,32.0,13.46
2024-12-18,Sentinel Prime AI,indoor_security,25,15.59,21.0,11.8
2024-12-19,Aido Humanoid,humanoid,32,12.61,26.0,12.25
2024-12-19,Aido Rover,outdoor_patrol,13,12.94,8.0,12.39
2024-12-19,Fari,eldercare,22,15.04,16.0,13.14
2024-12-19,Senpai,education,22,13.87,22.0,12.4
2024-12-19,Sentinel Prime AI,indoor_security,26,15.7,16.0,12.61
2024-12-20,Aido Humanoid,humanoid,30,15.37,27.0,9.93
2024-12-20,Aido Rover,outdoor_patrol,12,16.81,12.0,10.77
2024-12-20,Fari,eldercare,22,15.05,19.0,14.27
2024-12-20,Senpai,education,22,13.49,26.0,9.94
2024-12-20,Sentinel Prime AI,indoor_security,24,16.09,24.0,13.01
2024-12-21,Aido Humanoid,humanoid,31,13.52,25.0,11.52
2024-12-21,Aido Rover,outdoor_patrol,14,16.15,9.0,14.94
2024-12-21,Fari,eldercare,22,15.48,21.0,14.51
2024-12-21,Senpai,education,22,15.58,22.0,12.7
2024-12-21,Sentinel Prime AI,indoor_security,24,13.64,15.0,13.43
2024-12-22,Aido Humanoid,humanoid,33,14.48,18.0,14.77
2024-12-22,Aido Rover,outdoor_patrol,14,15.76,12.0,11.02
2024-12-22,Fari,eldercare,22,16.18,17.0,12.72
2024-12-22,Senpai,education,23,14.92,13.0,11.0
2024-12-22,Sentinel Prime AI,indoor_security,26,16.29,32.0,12.48
2024-12-23,Aido Humanoid,humanoid,35,13.89,44.0,12.11
2024-12-23,Aido Rover,outdoor_patrol,13,16.54,10.0,12.57
2024-12-23,Fari,eldercare,22,15.48,33.0,15.93
2024-12-23,Senpai,education,21,13.97,29.0,10.66
2024-12-23,Sentinel Prime AI,indoor_security,26,13.5,18.0,13.3
2024-12-24,Aido Humanoid,humanoid,35,14.48,27.0,14.76
2024-12-24,Aido Rover,outdoor_patrol,14,12.76,8.0,15.17
2024-12-24,Fari,eldercare,21,15.48,28.0,13.2
2024-12-24,Senpai,education,22,13.92,17.0,12.44
2024-12-24,Sentinel Prime AI,indoor_security,27,15.97,15.0,13.02
2024-12-25,Aido Humanoid,humanoid,34,14.43,42.0,12.6
2024-12-25,Aido Rover,outdoor_patrol,15,13.49,12.0,13.23
2024-12-25,Fari,eldercare,21,14.14,13.0,13.41
2024-12-25,Senpai,education,23,15.08,8.0,10.5
2024-12-25,Sentinel Prime AI,indoor_security,26,14.6,18.0,11.82
2024-12-26,Aido Humanoid,humanoid,35,14.26,20.0,11.56
2024-12-26,Aido Rover,outdoor_patrol,15,13.38,21.0,11.88
2024-12-26,Fari,eldercare,22,14.58,19.0,12.17
2024-12-26,Senpai,education,23,14.89,16.0,11.56
2024-12-26,Sentinel Prime AI,indoor_security,27,14.99,30.0,12.84
2024-12-27,Aido Humanoid,humanoid,33,14.07,33.0,13.49
2024-12-27,Aido Rover,outdoor_patrol,14,13.76,17.0,10.05
2024-12-27,Fari,eldercare,21,15.14,20.0,12.79
2024-12-27,Senpai,education,22,14.14,9.0,10.76
2024-12-27,Sentinel Prime AI,indoor_security,25,12.69,20.0,13.34
2024-12-28,Aido Humanoid,humanoid,35,13.33,47.0,12.01
2024-12-28,Aido Rover,outdoor_patrol,14,15.18,23.0,11.11
2024-12-28,Fari,eldercare,22,14.94,19.0,8.84
2024-12-28,Senpai,education,23,15.06,17.0,14.27
2024-12-28,Sentinel Prime AI,indoor_security,25,13.43,25.0,9.54
2024-12-29,Aido Humanoid,humanoid,33,14.17,27.0,11.93
2024-12-29,Aido Rover,outdoor_patrol,15,13.1,9.0,12.54
2024-12-29,Fari,eldercare,21,14.19,24.0,15.4
2024-12-29,Senpai,education,24,14.98,25.0,13.47
2024-12-29,Sentinel Prime AI,indoor_security,28,13.28,33.0,14.4
2024-12-30,Aido Humanoid,humanoid,35,14.1,28.0,11.63
2024-12-30,Aido Rover,outdoor_patrol,15,14.18,19.0,13.67
2024-12-30,Fari,eldercare,20,17.06,18.0,10.17
2024-12-30,Senpai,education,22,14.21,14.0,10.98
2024-12-30,Sentinel Prime AI,indoor_security,27,14.61,27.0,11.73
2024-12-31,Aido Humanoid,humanoid,33,16.56,28.0,14.36
2024-12-31,Aido Rover,outdoor_patrol,15,14.0,11.0,9.07
2024-12-31,Fari,eldercare,20,12.74,9.0,11.54
2024-12-31,Senpai,education,22,15.81,24.0,12.8
2024-12-31,Sentinel Prime AI,indoor_security,28,15.19,27.0,10.82
2025-01-01,Aido Humanoid,humanoid,35,15.95,16.0,10.32
2025-01-01,Aido Rover,outdoor_patrol,16,15.55,16.0,9.74
2025-01-01,Fari,eldercare,21,13.52,24.0,9.82
2025-01-01,Senpai,education,24,14.74,12.0,12.27
2025-01-01,Sentinel Prime AI,indoor_security,27,14.78,26.0,13.36
2025-01-02,Aido Humanoid,humanoid,34,15.13,38.0,11.3
2025-01-02,Aido Rover,outdoor_patrol,16,15.43,10.0,10.58
2025-01-02,Fari,eldercare,21,14.69,24.0,10.64
2025-01-02,Senpai,education,20,13.45,24.0,11.24
2025-01-02,Sentinel Prime AI,indoor_security,24,12.36,16.0,13.8
2025-01-03,Aido Humanoid,humanoid,33,14.83,21.0,12.09
2025-01-03,Aido Rover,outdoor_patrol,17,14.72,19.0,14.32
2025-01-03,Fari,eldercare,23,13.92,26.0,14.0
2025-01-03,Senpai,education,23,13.87,7.0,14.69
2025-01-03,Sentinel Prime AI,indoor_security,25,13.99,24.0,11.92
2025-01-04,Aido Humanoid,humanoid,34,14.25,19.0,12.4
2025-01-04,Aido Rover,outdoor_patrol,16,14.2,18.0,12.83
2025-01-04,Fari,eldercare,23,13.67,26.0,15.87
2025-01-04,Senpai,education,22,16.7,17.0,11.69
2025-01-04,Sentinel Prime AI,indoor_security,25,15.96,41.0,9.63
2025-01-05,Aido Humanoid,humanoid,34,14.29,16.0,12.03
2025-01-05,Aido Rover,outdoor_patrol,16,17.2,25.0,10.77
2025-01-05,Fari,eldercare,23,12.11,19.0,12.06
2025-01-05,Senpai,education,22,15.21,34.0,12.88
2025-01-05,Sentinel Prime AI,indoor_security,26,14.18,16.0,13.86
2025-01-06,Aido Humanoid,humanoid,33,14.42,21.0,13.17
2025-01-06,Aido Rover,outdoor_patrol,18,15.74,14.0,14.3
2025-01-06,Fari,eldercare,22,12.87,27.0,12.59
2025-01-06,Senpai,education,22,14.59,11.0,15.17
2025-01-06,Sentinel Prime AI,indoor_security,29,16.03,47.0,12.3
2025-01-07,Aido Humanoid,humanoid,33,13.99,22.0,11.84
2025-01-07,Aido Rover,outdoor_patrol,16,16.26,16.0,13.48
2025-01-07,Fari,eldercare,22,14.12,23.0,13.45
2025-01-07,Senpai,education,24,14.77,11.0,15.7
2025-01-07,Sentinel Prime AI,indoor_security,29,14.25,31.0,13.18
2025-01-08,Aido Humanoid,humanoid,34,13.28,43.0,10.8
2025-01-08,Aido Rover,outdoor_patrol,17,13.61,24.0,13.65
2025-01-08,Fari,eldercare,22,16.2,18.0,13.74
2025-01-08,Senpai,education,22,14.96,14.0,12.71
2025-01-08,Sentinel Prime AI,indoor_security,28,14.12,31.0,12.67
2025-01-09,Aido Humanoid,humanoid,34,15.14,50.0,12.84
2025-01-09,Aido Rover,outdoor_patrol,17,14.28,27.0,11.88
2025-01-09,Fari,eldercare,24,14.26,9.0,13.61
2025-01-09,Senpai,education,23,14.13,20.0,12.71
2025-01-09,Sentinel Prime AI,indoor_security,29,14.86,18.0,12.25
2025-01-10,Aido Humanoid,humanoid,35,14.91,46.0,11.27
2025-01-10,Aido Rover,outdoor_patrol,18,14.03,5.0,13.97
2025-01-10,Fari,eldercare,23,16.02,16.0,12.14
2025-01-10,Senpai,education,24,14.2,19.0,12.79
2025-01-10,Sentinel Prime AI,indoor_security,29,14.14,35.0,12.17
2025-01-11,Aido Humanoid,humanoid,34,14.73,28.0,12.24
2025-01-11,Aido Rover,outdoor_patrol,18,15.22,5.0,13.28
2025-01-11,Fari,eldercare,24,13.26,11.0,17.0
2025-01-11,Senpai,education,23,13.62,7.0,14.28
2025-01-11,Sentinel Prime AI,indoor_security,28,15.2,28.0,13.58
2025-01-12,Aido Humanoid,humanoid,35,14.36,13.0,12.89
2025-01-12,Aido Rover,outdoor_patrol,17,15.21,25.0,15.03
2025-01-12,Fari,eldercare,24,13.45,21.0,13.53
2025-01-12,Senpai,education,23,15.66,27.0,11.97
2025-01-12,Sentinel Prime AI,indoor_security,28,14.97,15.0,13.88
2025-01-13,Aido Humanoid,humanoid,33,14.99,17.0,12.07
2025-01-13,Aido Rover,outdoor_patrol,18,14.33,7.0,11.12
2025-01-13,Fari,eldercare,23,15.02,22.0,13.19
2025-01-13,Senpai,education,24,13.35,32.0,13.38
2025-01-13,Sentinel Prime AI,indoor_security,29,14.78,38.0,12.85
2025-01-14,Aido Humanoid,humanoid,35,15.32,40.0,12.5
2025-01-14,Aido Rover,outdoor_patrol,18,12.6,6.0,16.23
2025-01-14,Fari,eldercare,23,14.09,13.0,14.25
2025-01-14,Senpai,education,23,14.17,12.0,11.75
2025-01-14,Sentinel Prime AI,indoor_security,27,13.43,25.0,11.29
2025-01-15,Aido Humanoid,humanoid,35,14.49,27.0,12.97
2025-01-15,Aido Rover,outdoor_patrol,16,14.32,6.0,11.77
2025-01-15,Fari,eldercare,24,15.54,28.0,13.47
2025-01-15,Senpai,education,24,13.09,11.0,10.99
2025-01-15,Sentinel Prime AI,indoor_security,29,15.74,28.0,14.89
2025-01-16,Aido Humanoid,humanoid,35,15.14,28.0,10.74
2025-01-16,Aido Rover,outdoor_patrol,18,15.13,7.0,11.96
2025-01-16,Fari,eldercare,23,13.52,15.0,10.66
2025-01-16,Senpai,education,24,15.1,14.0,13.55
2025-01-16,Sentinel Prime AI,indoor_security,29,14.07,34.0,12.35
2025-01-17,Aido Humanoid,humanoid,35,14.9,37.0,11.51
2025-01-17,Aido Rover,outdoor_patrol,19,14.93,18.0,15.54
2025-01-17,Fari,eldercare,23,14.58,12.0,13.85
2025-01-17,Senpai,education,26,15.9,23.0,12.95
2025-01-17,Sentinel Prime AI,indoor_security,27,13.65,20.0,11.74
2025-01-18,Aido Humanoid,humanoid,32,14.29,8.0,13.32
2025-01-18,Aido Rover,outdoor_patrol,20,16.17,11.0,9.93
2025-01-18,Fari,eldercare,24,15.69,26.0,13.49
2025-01-18,Senpai,education,26,14.66,16.0,13.3
2025-01-18,Sentinel Prime AI,indoor_security,28,13.56,22.0,12.25
2025-01-19,Aido Humanoid,humanoid,36,14.83,29.0,11.08
2025-01-19,Aido Rover,outdoor_patrol,20,16.13,16.0,11.8
2025-01-19,Fari,eldercare,22,16.37,12.0,12.35
2025-01-19,Senpai,education,25,14.92,14.0,12.29
2025-01-19,Sentinel Prime AI,indoor_security,26,13.79,21.0,12.36
2025-01-20,Aido Humanoid,humanoid,34,14.44,47.0,11.77
2025-01-20,Aido Rover,outdoor_patrol,18,12.3,17.0,15.1
2025-01-20,Fari,eldercare,23,15.34,29.0,13.77
2025-01-20,Senpai,education,26,14.72,18.0,12.67
2025-01-20,Sentinel Prime AI,indoor_security,28,15.89,22.0,11.72
2025-01-21,Aido Humanoid,humanoid,35,15.4,21.0,12.98
2025-01-21,Aido Rover,outdoor_patrol,20,15.67,31.0,11.04
2025-01-21,Fari,eldercare,19,15.79,13.0,10.01
2025-01-21,Senpai,education,25,15.78,19.0,13.11
2025-01-21,Sentinel Prime AI,indoor_security,28,13.37,21.0,10.96
2025-01-22,Aido Humanoid,humanoid,32,14.31,28.0,13.94
2025-01-22,Aido Rover,outdoor_patrol,21,14.02,22.0,14.73
2025-01-22,Fari,eldercare,23,16.42,11.0,12.93
2025-01-22,Senpai,education,25,16.95,11.0,11.47
2025-01-22,Sentinel Prime AI,indoor_security,29,14.9,25.0,13.67
2025-01-23,Aido Humanoid,humanoid,34,14.28,42.0,13.26
2025-01-23,Aido Rover,outdoor_patrol,20,12.99,19.0,12.83
2025-01-23,Fari,eldercare,23,16.53,36.0,12.98
2025-01-23,Senpai,education,25,15.03,11.0,13.47
2025-01-23,Sentinel Prime AI,indoor_security,29,15.16,19.0,12.18
2025-01-24,Aido Humanoid,humanoid,36,15.11,25.0,13.51
2025-01-24,Aido Rover,outdoor_patrol,20,15.21,24.0,14.2
2025-01-24,Fari,eldercare,23,16.36,14.0,11.54
2025-01-24,Senpai,education,25,13.79,22.0,13.14
2025-01-24,Sentinel Prime AI,indoor_security,28,15.15,19.0,14.51
2025-01-25,Aido Humanoid,humanoid,34,14.54,25.0,11.67
2025-01-25,Aido Rover,outdoor_patrol,21,14.59,14.0,12.06
2025-01-25,Fari,eldercare,24,15.2,20.0,12.26
2025-01-25,Senpai,education,26,12.97,34.0,13.19
2025-01-25,Sentinel Prime AI,indoor_security,30,15.12,16.0,11.66
2025-01-26,Aido Humanoid,humanoid,35,15.87,27.0,13.58
2025-01-26,Aido Rover,outdoor_patrol,20,12.89,19.0,9.02
2025-01-26,Fari,eldercare,23,13.16,15.0,12.02
2025-01-26,Senpai,education,25,16.35,19.0,11.43
2025-01-26,Sentinel Prime AI,indoor_security,30,16.67,24.0,13.58
2025-01-27,Aido Humanoid,humanoid,34,14.88,33.0,12.5
2025-01-27,Aido Rover,outdoor_patrol,20,14.42,21.0,11.48
2025-01-27,Fari,eldercare,21,13.88,6.0,15.62
2025-01-27,Senpai,education,24,16.69,15.0,13.62
2025-01-27,Sentinel Prime AI,indoor_security,26,12.98,28.0,13.0
2025-01-28,Aido Humanoid,humanoid,36,15.2,45.0,13.86
2025-01-28,Aido Rover,outdoor_patrol,21,14.14,21.0,15.53
2025-01-28,Fari,eldercare,22,15.21,19.0,13.4
2025-01-28,Senpai,education,23,15.18,19.0,16.24
2025-01-28,Sentinel Prime AI,indoor_security,28,16.8,12.0,11.98
2025-01-29,Aido Humanoid,humanoid,38,15.21,23.0,11.37
2025-01-29,Aido Rover,outdoor_patrol,21,12.31,21.0,10.9
2025-01-29,Fari,eldercare,22,14.98,25.0,13.28
2025-01-29,Senpai,education,26,13.48,20.0,11.1
2025-01-29,Sentinel Prime AI,indoor_security,29,14.16,21.0,11.97
2025-01-30,Aido Humanoid,humanoid,38,14.39,25.0,12.99
2025-01-30,Aido Rover,outdoor_patrol,23,16.23,11.0,12.14
2025-01-30,Fari,eldercare,22,15.43,29.0,12.49
2025-01-30,Senpai,education,25,15.22,23.0,12.55
2025-01-30,Sentinel Prime AI,indoor_security,29,15.87,42.0,13.75
2025-01-31,Aido Humanoid,humanoid,36,15.78,41.0,12.94
2025-01-31,Aido Rover,outdoor_patrol,22,13.8,23.0,13.16
2025-01-31,Fari,eldercare,21,14.86,18.0,14.1
2025-01-31,Senpai,education,24,13.77,14.0,11.86
2025-01-31,Sentinel Prime AI,indoor_security,29,14.76,16.0,15.25
2025-02-01,Aido Humanoid,humanoid,36,13.93,42.0,13.73
2025-02-01,Aido Rover,outdoor_patrol,22,14.78,26.0,14.31
2025-02-01,Fari,eldercare,23,12.73,16.0,14.4
2025-02-01,Senpai,education,25,13.78,23.0,13.43
2025-02-01,Sentinel Prime AI,indoor_security,30,15.09,27.0,13.3
2025-02-02,Aido Humanoid,humanoid,34,16.26,32.0,12.72
2025-02-02,Aido Rover,outdoor_patrol,23,13.87,20.0,13.35
2025-02-02,Fari,eldercare,22,14.69,20.0,10.41
2025-02-02,Senpai,education,27,13.89,18.0,12.06
2025-02-02,Sentinel Prime AI,indoor_security,29,15.02,47.0,13.97
2025-02-03,Aido Humanoid,humanoid,37,15.54,20.0,13.12
2025-02-03,Aido Rover,outdoor_patrol,23,16.78,27.0,11.11
2025-02-03,Fari,eldercare,23,15.2,25.0,10.6
2025-02-03,Senpai,education,27,13.84,34.0,14.13
2025-02-03,Sentinel Prime AI,indoor_security,29,15.03,25.0,11.49
2025-02-04,Aido Humanoid,humanoid,35,14.83,33.0,12.41
2025-02-04,Aido Rover,outdoor_patrol,22,16.68,9.0,13.99
2025-02-04,Fari,eldercare,24,14.02,22.0,16.15
2025-02-04,Senpai,education,26,15.16,17.0,11.44
2025-02-04,Sentinel Prime AI,indoor_security,30,13.91,32.0,11.03
2025-02-05,Aido Humanoid,humanoid,36,13.38,17.0,11.83
2025-02-05,Aido Rover,outdoor_patrol,21,15.95,19.0,13.57
2025-02-05,Fari,eldercare,24,15.76,14.0,12.76
2025-02-05,Senpai,education,27,13.04,22.0,14.55
2025-02-05,Sentinel Prime AI,indoor_security,30,14.95,30.0,11.05
2025-02-06,Aido Humanoid,humanoid,38,14.35,38.0,13.46
2025-02-06,Aido Rover,outdoor_patrol,23,11.63,25.0,11.84
2025-02-06,Fari,eldercare,25,13.12,32.0,14.15
2025-02-06,Senpai,education,27,13.87,16.0,13.39
2025-02-06,Sentinel Prime AI,indoor_security,30,15.34,19.0,11.26
2025-02-07,Aido Humanoid,humanoid,35,14.66,45.0,13.32
2025-02-07,Aido Rover,outdoor_patrol,23,14.81,22.0,13.83
2025-02-07,Fari,eldercare,26,13.83,17.0,12.51
2025-02-07,Senpai,education,26,15.68,27.0,12.83
2025-02-07,Sentinel Prime AI,indoor_security,29,15.23,17.0,12.59
2025-02-08,Aido Humanoid,humanoid,35,15.21,27.0,11.66
2025-02-08,Aido Rover,outdoor_patrol,23,13.64,14.0,11.83
2025-02-08,Fari,eldercare,25,16.12,23.0,13.11
2025-02-08,Senpai,education,25,15.47,40.0,13.65
2025-02-08,Sentinel Prime AI,indoor_security,27,13.96,25.0,14.61
2025-02-09,Aido Humanoid,humanoid,37,13.26,19.0,14.07
2025-02-09,Aido Rover,outdoor_patrol,23,15.86,29.0,10.36
2025-02-09,Fari,eldercare,25,16.55,28.0,13.24
2025-02-09,Senpai,education,27,14.49,30.0,11.65
2025-02-09,Sentinel Prime AI,indoor_security,31,14.76,35.0,11.86
2025-02-10,Aido Humanoid,humanoid,37,14.35,40.0,13.2
2025-02-10,Aido Rover,outdoor_patrol,23,15.66,14.0,14.54
2025-02-10,Fari,eldercare,26,15.18,17.0,14.79
2025-02-10,Senpai,education,27,13.85,12.0,11.15
2025-02-10,Sentinel Prime AI,indoor_security,31,14.5,25.0,13.33
2025-02-11,Aido Humanoid,humanoid,36,16.2,16.0,13.46
2025-02-11,Aido Rover,outdoor_patrol,23,14.63,22.0,10.15
2025-02-11,Fari,eldercare,24,15.94,26.0,14.76
2025-02-11,Senpai,education,28,15.56,20.0,11.52
2025-02-11,Sentinel Prime AI,indoor_security,30,14.56,27.0,12.48
2025-02-12,Aido Humanoid,humanoid,35,14.96,32.0,12.95
2025-02-12,Aido Rover,outdoor_patrol,22,14.95,12.0,10.07
2025-02-12,Fari,eldercare,24,14.98,41.0,12.26
2025-02-12,Senpai,education,30,14.85,24.0,11.5
2025-02-12,Sentinel Prime AI,indoor_security,30,13.68,8.0,11.23
2025-02-13,Aido Humanoid,humanoid,38,13.35,27.0,10.12
2025-02-13,Aido Rover,outdoor_patrol,23,15.55,10.0,15.27
2025-02-13,Fari,eldercare,23,14.01,15.0,13.09
2025-02-13,Senpai,education,28,14.82,21.0,10.07
2025-02-13,Sentinel Prime AI,indoor_security,28,15.08,26.0,11.88
2025-02-14,Aido Humanoid,humanoid,38,14.89,50.0,13.12
2025-02-14,Aido Rover,outdoor_patrol,25,13.24,29.0,12.01
2025-02-14,Fari,eldercare,26,14.51,13.0,10.94
2025-02-14,Senpai,education,30,14.39,38.0,13.99
2025-02-14,Sentinel Prime AI,indoor_security,31,14.69,17.0,11.21
2025-02-15,Aido Humanoid,humanoid,38,14.76,34.0,12.17
2025-02-15,Aido Rover,outdoor_patrol,25,14.01,10.0,10.8
2025-02-15,Fari,eldercare,24,15.91,33.0,11.91
2025-02-15,Senpai,education,29,15.39,19.0,10.25
2025-02-15,Sentinel Prime AI,indoor_security,28,14.57,25.0,12.7
2025-02-16,Aido Humanoid,humanoid,38,14.74,38.0,12.43
2025-02-16,Aido Rover,outdoor_patrol,23,15.0,15.0,11.26
2025-02-16,Fari,eldercare,26,14.73,24.0,15.48
2025-02-16,Senpai,education,27,15.38,38.0,12.11
2025-02-16,Sentinel Prime AI,indoor_security,29,14.27,12.0,12.81
2025-02-17,Aido Humanoid,humanoid,36,14.15,45.0,13.66
2025-02-17,Aido Rover,outdoor_patrol,25,16.69,27.0,11.01
2025-02-17,Fari,eldercare,24,12.59,8.0,11.57
2025-02-17,Senpai,education,27,14.2,18.0,12.31
2025-02-17,Sentinel Prime AI,indoor_security,31,16.09,20.0,13.26
2025-02-18,Aido Humanoid,humanoid,38,15.35,35.0,13.13
2025-02-18,Aido Rover,outdoor_patrol,24,13.2,14.0,12.18
2025-02-18,Fari,eldercare,25,14.57,20.0,11.37
2025-02-18,Senpai,education,31,13.72,31.0,12.22
2025-02-18,Sentinel Prime AI,indoor_security,32,13.52,67.0,11.73
2025-02-19,Aido Humanoid,humanoid,38,13.72,46.0,12.2
2025-02-19,Aido Rover,outdoor_patrol,25,15.33,18.0,11.81
2025-02-19,Fari,eldercare,25,15.44,21.0,11.82
2025-02-19,Senpai,education,32,13.88,37.0,10.85
2025-02-19,Sentinel Prime AI,indoor_security,30,15.65,12.0,13.19
2025-02-20,Aido Humanoid,humanoid,39,16.48,37.0,13.93
2025-02-20,Aido Rover,outdoor_patrol,25,14.45,27.0,12.47
2025-02-20,Fari,eldercare,23,14.41,31.0,15.09
2025-02-20,Senpai,education,32,14.8,13.0,15.35
2025-02-20,Sentinel Prime AI,indoor_security,31,15.32,32.0,14.72
2025-02-21,Aido Humanoid,humanoid,35,16.15,24.0,11.55
2025-02-21,Aido Rover,outdoor_patrol,25,14.59,14.0,12.06
2025-02-21,Fari,eldercare,26,16.13,19.0,11.85
2025-02-21,Senpai,education,31,15.76,35.0,10.11
2025-02-21,Sentinel Prime AI,indoor_security,32,14.56,38.0,14.85
2025-02-22,Aido Humanoid,humanoid,37,14.47,26.0,14.34
2025-02-22,Aido Rover,outdoor_patrol,25,14.05,29.0,11.91
2025-02-22,Fari,eldercare,25,14.95,40.0,12.48
2025-02-22,Senpai,education,30,14.82,13.0,11.74
2025-02-22,Sentinel Prime AI,indoor_security,33,14.38,12.0,12.61
2025-02-23,Aido Humanoid,humanoid,39,15.19,30.0,11.92
2025-02-23,Aido Rover,outdoor_patrol,25,15.52,24.0,12.67
2025-02-23,Fari,eldercare,25,16.3,29.0,13.4
2025-02-23,Senpai,education,33,12.84,16.0,12.93
2025-02-23,Sentinel Prime AI,indoor_security,33,15.74,13.0,12.74
2025-02-24,Aido Humanoid,humanoid,36,15.62,20.0,14.0
2025-02-24,Aido Rover,outdoor_patrol,26,15.11,22.0,12.65
2025-02-24,Fari,eldercare,26,14.7,43.0,13.06
2025-02-24,Senpai,education,29,16.1,27.0,10.7
2025-02-24,Sentinel Prime AI,indoor_security,31,15.29,21.0,12.39
2025-02-25,Aido Humanoid,humanoid,38,14.46,30.0,12.48
2025-02-25,Aido Rover,outdoor_patrol,25,15.27,19.0,13.43
2025-02-25,Fari,eldercare,24,12.95,26.0,13.49
2025-02-25,Senpai,education,34,14.13,38.0,12.37
2025-02-25,Sentinel Prime AI,indoor_security,32,13.63,28.0,12.64
2025-02-26,Aido Humanoid,humanoid,37,15.01,36.0,11.12
2025-02-26,Aido Rover,outdoor_patrol,24,15.45,19.0,12.62
2025-02-26,Fari,eldercare,25,17.27,11.0,11.22
2025-02-26,Senpai,education,34,14.08,28.0,13.23
2025-02-26,Sentinel Prime AI,indoor_security,33,14.68,50.0,14.31
2025-02-27,Aido Humanoid,humanoid,38,14.56,17.0,14.08
2025-02-27,Aido Rover,outdoor_patrol,27,15.6,16.0,15.12
2025-02-27,Fari,eldercare,25,14.64,43.0,14.6
2025-02-27,Senpai,education,31,14.09,17.0,12.75
2025-02-27,Sentinel Prime AI,indoor_security,32,13.61,21.0,14.42
2025-02-28,Aido Humanoid,humanoid,39,14.87,44.0,10.86
2025-02-28,Aido Rover,outdoor_patrol,24,13.55,22.0,14.56
2025-02-28,Fari,eldercare,25,15.99,22.0,13.62
