ticket_key,cycle_time_hours,ticket_id,severity,category,opened_date,product,region,country,week7_resolution_hours,is_resolved,weekday,dispatched,tier1_queue_on_entry
1179,55.5631,TKT-001179,High,mechanical,2025-06-10,Senpai,North America,Canada,14.48,True,Tuesday,1,0
1180,4.5601,TKT-001180,Medium,battery,2025-05-08,Aido Rover,APAC,Australia,62.87,True,Thursday,0,1
1181,13.629499999999998,TKT-001181,Low,navigation,2026-04-21,Sentinel Prime AI,North America,United States,141.05,True,Tuesday,0,0
1182,7.5537,TKT-001182,High,connectivity,2025-01-24,Aido Humanoid,North America,Canada,2.12,True,Friday,0,2
1183,10.874199999999998,TKT-001183,Medium,connectivity,2026-04-09,Senpai,APAC,Australia,69.96,True,Thursday,0,0
1184,4.3412,TKT-001184,High,navigation,2025-09-16,Aido Rover,North America,United States,32.78,True,Tuesday,0,1
1185,9.1006,TKT-001185,Medium,battery,2026-03-26,Aido Humanoid,Europe,United Kingdom,37.72,True,Thursday,0,0
1186,102.2751,TKT-001186,Low,navigation,2024-06-09,Senpai,North America,United States,69.96,True,Sunday,1,0
1187,9.3981,TKT-001187,Critical,navigation,2025-03-10,Senpai,Europe,Germany,7.48,True,Monday,0,2
1188,7.600300000000001,TKT-001188,Low,software,2025-04-22,Senpai,APAC,Japan,,False,Tuesday,0,0
1189,13.7841,TKT-001189,High,software,2025-11-15,Sentinel Prime AI,APAC,Japan,21.69,True,Saturday,0,3
1190,2.3286,TKT-001190,Low,connectivity,2025-02-02,Sentinel Prime AI,Europe,United Kingdom,29.25,True,Sunday,0,1
1191,18.8054,TKT-001191,Low,software,2025-04-30,Senpai,North America,United States,157.13,True,Wednesday,0,0
1192,2.5328,TKT-001192,Critical,connectivity,2025-05-16,Senpai,Europe,Germany,,False,Friday,0,1
1193,6.2812,TKT-001193,High,battery,2024-09-17,Aido Humanoid,Europe,Germany,9.26,True,Tuesday,0,1
1194,34.530300000000004,TKT-001194,Medium,battery,2025-03-04,Aido Rover,APAC,Australia,,False,Tuesday,1,0
1195,9.3562,TKT-001195,Medium,navigation,2026-01-18,Aido Humanoid,Europe,United Kingdom,35.82,True,Sunday,0,0
1196,17.1854,TKT-001196,Medium,navigation,2025-03-28,Aido Humanoid,North America,United States,58.01,True,Friday,0,0
1197,9.5196,TKT-001197,High,software,2025-04-05,Fari,Europe,Germany,22.99,True,Saturday,0,2
1198,37.68520000000001,TKT-001198,Low,software,2024-11-05,Senpai,Europe,United Kingdom,,False,Tuesday,0,0
1199,25.1794,TKT-001199,Medium,connectivity,2024-10-16,Aido Rover,North America,Canada,27.77,True,Wednesday,1,1
1200,13.7752,TKT-001200,Medium,navigation,2025-03-10,Aido Humanoid,North America,United States,28.53,True,Monday,0,1
1201,14.258099999999999,TKT-001201,Medium,battery,2025-03-13,Fari,APAC,Australia,64.52,True,Thursday,0,2
1202,13.2858,TKT-001202,High,connectivity,2025-05-01,Fari,Europe,Germany,5.57,True,Thursday,0,1
1203,12.166799999999999,TKT-001203,Low,navigation,2024-09-30,Sentinel Prime AI,North America,Canada,18.27,True,Monday,0,0
1204,43.914,TKT-001204,Critical,battery,2025-03-17,Aido Humanoid,North America,Canada,2.87,True,Monday,1,1
1205,60.8382,TKT-001205,Medium,mechanical,2024-08-23,Aido Rover,APAC,Australia,33.54,True,Friday,1,0
1206,3.3626,TKT-001206,Medium,software,2025-01-28,Senpai,North America,United States,41.89,True,Tuesday,0,1
1207,7.3687000000000005,TKT-001207,Medium,software,2025-09-30,Senpai,North America,United States,25.41,True,Tuesday,0,2
1208,38.247499999999995,TKT-001208,High,mechanical,2024-10-15,Aido Rover,North America,Canada,21.36,True,Tuesday,1,0
1209,8.0472,TKT-001209,Medium,battery,2025-10-02,Fari,North America,United States,44.75,True,Thursday,0,2
1210,71.08550000000001,TKT-001210,Medium,navigation,2025-05-02,Aido Rover,APAC,Australia,59.84,True,Friday,1,1
1211,3.136,TKT-001211,Medium,software,2025-03-12,Aido Rover,APAC,Japan,50.4,True,Wednesday,0,0
1212,14.1058,TKT-001212,High,connectivity,2025-04-12,Senpai,Europe,United Kingdom,10.66,True,Saturday,1,0
1213,7.3542,TKT-001213,Medium,connectivity,2025-09-27,Sentinel Prime AI,North America,Canada,64.51,True,Saturday,0,0
1214,4.1801,TKT-001214,Medium,software,2025-04-01,Sentinel Prime AI,APAC,Australia,43.73,True,Tuesday,0,2
1215,107.58569999999999,TKT-001215,High,mechanical,2025-07-24,Sentinel Prime AI,North America,United States,15.35,True,Thursday,1,0
1216,4.3286999999999995,TKT-001216,High,navigation,2025-07-08,Aido Rover,North America,Canada,18.51,True,Tuesday,0,1
1217,7.9492,TKT-001217,Medium,connectivity,2025-10-10,Sentinel Prime AI,North America,United States,92.46,True,Friday,0,0
1218,1.4842,TKT-001218,High,navigation,2026-04-27,Aido Rover,Europe,Germany,9.71,True,Monday,0,0
1219,3.8072,TKT-001219,Low,software,2025-03-24,Aido Rover,APAC,Japan,22.6,True,Monday,0,0
1220,4.7296000000000005,TKT-001220,Medium,software,2025-09-25,Aido Rover,North America,United States,73.69,True,Thursday,0,0
1221,30.1231,TKT-001221,High,navigation,2026-01-11,Aido Rover,North America,United States,21.46,True,Sunday,1,0
1222,21.9726,TKT-001222,Low,battery,2025-06-05,Senpai,Europe,Germany,108.64,True,Thursday,1,2
1223,6.1472,TKT-001223,High,connectivity,2024-06-04,Fari,APAC,Australia,19.81,True,Tuesday,0,1
1224,39.4311,TKT-001224,Critical,connectivity,2025-08-22,Sentinel Prime AI,North America,Canada,8.33,True,Friday,1,0
1225,10.0746,TKT-001225,Medium,software,2024-09-04,Sentinel Prime AI,APAC,Japan,43.03,True,Wednesday,0,0
1226,6.847499999999999,TKT-001226,Medium,software,2025-03-16,Aido Rover,Europe,United Kingdom,83.31,True,Sunday,0,0
1227,22.0156,TKT-001227,High,connectivity,2026-05-19,Sentinel Prime AI,Europe,United Kingdom,14.65,True,Tuesday,0,0
1228,2.5494000000000003,TKT-001228,Critical,mechanical,2026-02-13,Senpai,APAC,Australia,9.25,True,Friday,0,0
1229,7.960100000000001,TKT-001229,Critical,connectivity,2025-06-23,Sentinel Prime AI,North America,Canada,6.68,True,Monday,0,0
1230,4.9445,TKT-001230,High,software,2024-07-05,Fari,Europe,United Kingdom,16.51,True,Friday,0,1
1231,16.287799999999997,TKT-001231,Low,navigation,2024-11-08,Senpai,Europe,United Kingdom,89.33,True,Friday,1,0
1232,4.5049,TKT-001232,Medium,software,2025-03-27,Senpai,Europe,United Kingdom,10.79,True,Thursday,0,0
1233,39.1199,TKT-001233,Low,software,2025-12-08,Aido Humanoid,APAC,Australia,99.74,True,Monday,0,1
1234,6.1716,TKT-001234,Medium,connectivity,2025-10-03,Fari,North America,Canada,100.87,True,Friday,0,0
1235,3.6355000000000004,TKT-001235,Medium,battery,2024-06-21,Fari,North America,United States,22.71,True,Friday,0,1
1236,46.2725,TKT-001236,Critical,mechanical,2025-08-18,Aido Rover,North America,Canada,9.81,True,Monday,1,0
1237,70.9731,TKT-001237,Low,mechanical,2025-05-16,Sentinel Prime AI,Europe,United Kingdom,70.48,True,Friday,1,0
1238,82.7125,TKT-001238,Medium,battery,2025-05-11,Fari,APAC,Japan,51.02,True,Sunday,1,1
1239,23.0406,TKT-001239,Low,battery,2026-02-08,Senpai,Europe,United Kingdom,144.44,True,Sunday,1,0
1240,3.2371999999999996,TKT-001240,Medium,navigation,2024-08-17,Fari,APAC,Japan,56.96,True,Saturday,0,0
1241,168.15990000000002,TKT-001241,High,mechanical,2026-03-23,Senpai,North America,United States,29.3,True,Monday,1,1
1242,29.3624,TKT-001242,Low,navigation,2024-06-23,Sentinel Prime AI,Europe,Germany,230.29,True,Sunday,1,0
1243,7.672899999999999,TKT-001243,Low,navigation,2025-03-14,Aido Rover,North America,United States,136.36,True,Friday,0,2
1244,2.4366,TKT-001244,High,connectivity,2025-06-27,Aido Humanoid,Europe,United Kingdom,35.45,True,Friday,0,1
1245,7.2423,TKT-001245,Medium,connectivity,2026-01-25,Sentinel Prime AI,North America,United States,40.54,True,Sunday,0,0
1246,39.8803,TKT-001246,Medium,navigation,2026-02-27,Sentinel Prime AI,North America,United States,50.35,True,Friday,1,1
1247,96.89699999999999,TKT-001247,Medium,mechanical,2024-07-27,Fari,APAC,Australia,52.05,True,Saturday,1,1
1248,59.793200000000006,TKT-001248,Low,battery,2025-03-17,Sentinel Prime AI,APAC,Japan,100.57,True,Monday,1,1
1249,4.9830000000000005,TKT-001249,Medium,connectivity,2025-12-21,Fari,Europe,Germany,2.83,True,Sunday,0,0
1250,42.7304,TKT-001250,Medium,navigation,2024-06-09,Aido Humanoid,APAC,Australia,54.12,True,Sunday,1,3
1251,32.8821,TKT-001251,High,battery,2024-12-14,Fari,North America,Canada,16.8,True,Saturday,1,1
1252,4.5934,TKT-001252,Low,software,2024-12-20,Sentinel Prime AI,North America,United States,,False,Friday,0,0
1253,3.3325,TKT-001253,Low,software,2026-05-05,Aido Rover,APAC,Japan,143.25,True,Tuesday,0,0
1254,25.6431,TKT-001254,Low,mechanical,2025-01-30,Fari,North America,United States,114.63,True,Thursday,1,0
1255,4.684200000000001,TKT-001255,Medium,navigation,2026-05-18,Fari,Europe,Germany,35.6,True,Monday,0,0
1256,27.6204,TKT-001256,Medium,battery,2026-02-20,Fari,Europe,United Kingdom,87.02,True,Friday,1,2
1257,41.3718,TKT-001257,High,connectivity,2024-10-22,Aido Rover,Europe,Germany,25.28,True,Tuesday,1,0
1258,15.4123,TKT-001258,Low,software,2026-05-07,Fari,Europe,United Kingdom,30.67,True,Thursday,0,0
1259,16.7766,TKT-001259,Medium,mechanical,2025-12-17,Aido Rover,Europe,Germany,64.14,True,Wednesday,0,5
1260,1.07,TKT-001260,Critical,software,2024-11-15,Fari,Europe,United Kingdom,6.35,True,Friday,0,0
1261,6.0199,TKT-001261,Medium,software,2026-04-15,Aido Rover,APAC,Japan,75.41,True,Wednesday,0,0
1262,4.3706,TKT-001262,Medium,connectivity,2025-11-27,Aido Rover,Europe,United Kingdom,28.57,True,Thursday,0,1
1263,128.1763,TKT-001263,Low,navigation,2025-10-13,Senpai,APAC,Japan,110.95,True,Monday,1,1
1264,25.299,TKT-001264,High,navigation,2025-11-30,Aido Rover,North America,United States,30.92,True,Sunday,1,0
1265,5.181,TKT-001265,High,navigation,2026-04-25,Senpai,Europe,United Kingdom,17.72,True,Saturday,0,0
1266,7.9543,TKT-001266,Low,navigation,2026-04-17,Senpai,Europe,Germany,123.57,True,Friday,0,0
1267,12.5459,TKT-001267,Medium,connectivity,2026-01-03,Aido Humanoid,North America,Canada,,False,Saturday,0,0
1268,4.4798,TKT-001268,Medium,mechanical,2026-01-22,Aido Humanoid,APAC,Australia,,False,Thursday,0,0
1269,18.801099999999998,TKT-001269,High,battery,2025-09-25,Sentinel Prime AI,North America,Canada,15.61,True,Thursday,1,0
1270,41.2068,TKT-001270,High,battery,2024-08-25,Aido Rover,North America,United States,17.96,True,Sunday,1,1
1271,57.9661,TKT-001271,High,mechanical,2026-03-28,Aido Humanoid,Europe,Germany,11.23,True,Saturday,1,1
1272,31.4787,TKT-001272,High,mechanical,2025-05-12,Aido Rover,North America,United States,21.49,True,Monday,1,0
1273,24.1421,TKT-001273,Medium,mechanical,2026-05-07,Aido Rover,Europe,United Kingdom,38.7,True,Thursday,1,0
1274,31.887,TKT-001274,Medium,navigation,2025-08-31,Sentinel Prime AI,Europe,Germany,48.73,True,Sunday,1,0
1275,97.1396,TKT-001275,Medium,battery,2025-11-28,Aido Rover,North America,United States,34.48,True,Friday,1,0
1276,19.5232,TKT-001276,Low,battery,2025-04-03,Aido Rover,Europe,Germany,,False,Thursday,0,0
1277,74.94709999999999,TKT-001277,Medium,battery,2026-04-22,Fari,Europe,Germany,25.18,True,Wednesday,1,1
1278,44.6308,TKT-001278,Low,navigation,2026-04-17,Aido Rover,North America,United States,56.47,True,Friday,1,0
1279,174.45999999999998,TKT-001279,High,battery,2025-02-11,Fari,North America,Canada,19.56,True,Tuesday,1,0
1280,28.5721,TKT-001280,Low,mechanical,2025-05-12,Aido Rover,North America,Canada,128.06,True,Monday,1,0
1281,100.28689999999999,TKT-001281,Low,mechanical,2025-07-31,Sentinel Prime AI,North America,United States,147.66,True,Thursday,1,0
1282,84.7683,TKT-001282,Medium,battery,2026-04-14,Senpai,APAC,Japan,38.94,True,Tuesday,1,5
1283,46.458,TKT-001283,High,mechanical,2025-02-28,Sentinel Prime AI,North America,United States,15.04,True,Friday,1,1
1284,12.5014,TKT-001284,Medium,navigation,2025-05-18,Fari,Europe,United Kingdom,66.16,True,Sunday,0,1
1285,27.3475,TKT-001285,Low,navigation,2025-05-23,Fari,APAC,Japan,,False,Friday,1,1
1286,59.6939,TKT-001286,Medium,navigation,2024-07-26,Sentinel Prime AI,APAC,Australia,68.98,True,Friday,1,1
1287,15.2579,TKT-001287,Medium,mechanical,2025-06-10,Sentinel Prime AI,North America,Canada,41.76,True,Tuesday,0,0
1288,9.1447,TKT-001288,Low,software,2024-11-14,Fari,North America,United States,176.02,True,Thursday,0,0
1289,97.515,TKT-001289,High,battery,2024-09-11,Sentinel Prime AI,North America,United States,19.12,True,Wednesday,1,0
1290,3.9618999999999995,TKT-001290,Critical,navigation,2024-08-06,Fari,APAC,Japan,7.74,True,Tuesday,0,2
1291,26.133399999999998,TKT-001291,Medium,software,2025-07-29,Aido Rover,APAC,Japan,60.73,True,Tuesday,0,0
1292,49.1422,TKT-001292,Medium,battery,2025-07-12,Aido Rover,APAC,Australia,23.85,True,Saturday,1,4
1293,50.91729999999999,TKT-001293,Medium,mechanical,2025-07-24,Aido Rover,APAC,Australia,81.93,True,Thursday,1,1
1294,7.3488,TKT-001294,High,connectivity,2025-06-20,Senpai,Europe,Germany,17.56,True,Friday,0,0
1295,3.7582,TKT-001295,Medium,connectivity,2025-12-25,Aido Rover,North America,United States,44.61,True,Thursday,0,0
1296,23.461999999999996,TKT-001296,Medium,battery,2026-05-15,Fari,Europe,Germany,35.59,True,Friday,1,0
1297,74.8526,TKT-001297,Low,battery,2025-09-24,Sentinel Prime AI,North America,Canada,3.42,True,Wednesday,1,0
1298,3.4126,TKT-001298,Low,navigation,2026-01-15,Aido Rover,North America,United States,40.26,True,Thursday,0,0
1299,48.4813,TKT-001299,Medium,battery,2024-07-11,Fari,North America,United States,47.63,True,Thursday,1,1
1300,42.3383,TKT-001300,Medium,navigation,2025-07-10,Aido Humanoid,Europe,Germany,77.69,True,Thursday,1,2
1301,10.8891,TKT-001301,Low,mechanical,2024-12-05,Senpai,North America,United States,143.37,True,Thursday,0,1
1302,37.9734,TKT-001302,Critical,navigation,2025-12-06,Aido Humanoid,North America,Canada,,False,Saturday,1,1
1303,5.3131,TKT-001303,High,connectivity,2024-08-30,Aido Humanoid,North America,Canada,28.23,True,Friday,0,2
1304,2.9661999999999997,TKT-001304,High,battery,2026-03-15,Aido Rover,Europe,United Kingdom,8.2,True,Sunday,0,0
1305,79.4602,TKT-001305,Low,mechanical,2026-02-13,Senpai,Europe,United Kingdom,94.73,True,Friday,1,1
1306,7.818300000000001,TKT-001306,Low,software,2024-12-28,Sentinel Prime AI,North America,United States,3.64,True,Saturday,0,0
1307,8.2847,TKT-001307,High,mechanical,2024-09-16,Senpai,North America,United States,30.3,True,Monday,0,2
1308,5.541300000000001,TKT-001308,Medium,software,2026-04-13,Aido Rover,North America,United States,,False,Monday,0,1
1309,25.671899999999997,TKT-001309,Critical,mechanical,2025-06-15,Aido Humanoid,APAC,Japan,4.89,True,Sunday,1,0
1310,80.2947,TKT-001310,High,mechanical,2024-06-05,Sentinel Prime AI,APAC,Japan,27.94,True,Wednesday,1,1
1311,78.0456,TKT-001311,Medium,battery,2025-12-12,Aido Humanoid,APAC,Japan,41.21,True,Friday,1,1
1312,17.7253,TKT-001312,Medium,mechanical,2024-06-14,Sentinel Prime AI,North America,United States,52.64,True,Friday,1,0
1313,5.7746,TKT-001313,High,software,2025-03-08,Aido Humanoid,APAC,Japan,17.1,True,Saturday,0,0
1314,7.0904,TKT-001314,High,mechanical,2025-01-24,Fari,North America,Canada,12.1,True,Friday,0,2
1315,5.1501,TKT-001315,Low,software,2025-05-17,Fari,Europe,United Kingdom,98.87,True,Saturday,0,0
1316,39.7004,TKT-001316,Low,battery,2026-04-14,Aido Rover,Europe,United Kingdom,10.46,True,Tuesday,1,0
1317,13.8554,TKT-001317,Medium,battery,2025-05-02,Aido Humanoid,Europe,Germany,56.62,True,Friday,0,1
1318,2.8429,TKT-001318,Medium,navigation,2025-03-23,Fari,Europe,Germany,,False,Sunday,0,0
1319,2.4398,TKT-001319,Critical,software,2025-03-05,Sentinel Prime AI,Europe,Germany,11.05,True,Wednesday,0,1
1320,4.1653,TKT-001320,Medium,battery,2024-10-21,Aido Rover,Europe,United Kingdom,96.57,True,Monday,0,0
1321,42.522200000000005,TKT-001321,High,battery,2026-05-07,Aido Humanoid,Europe,Germany,17.95,True,Thursday,1,0
1322,63.05050000000001,TKT-001322,Low,battery,2025-05-07,Fari,APAC,Australia,102.52,True,Wednesday,1,0
1323,203.81159999999997,TKT-001323,Medium,battery,2026-04-19,Sentinel Prime AI,Europe,United Kingdom,26.74,True,Sunday,1,1
1324,7.6746,TKT-001324,Medium,battery,2025-11-16,Aido Rover,North America,United States,70.37,True,Sunday,0,0
1325,6.3954,TKT-001325,Critical,software,2025-07-05,Aido Rover,Europe,United Kingdom,4.83,True,Saturday,0,1
1326,27.834,TKT-001326,High,battery,2025-06-22,Senpai,North America,United States,,False,Sunday,1,1
1327,3.9415,TKT-001327,Medium,software,2025-10-03,Senpai,North America,Canada,92.19,True,Friday,0,0
1328,3.6414999999999997,TKT-001328,High,software,2026-03-20,Aido Rover,North America,Canada,23.4,True,Friday,0,1
1329,8.048300000000001,TKT-001329,Low,mechanical,2024-07-23,Fari,Europe,Germany,48.3,True,Tuesday,0,0
1330,25.9175,TKT-001330,Medium,battery,2024-06-20,Sentinel Prime AI,North America,Canada,39.07,True,Thursday,1,0
1331,67.8134,TKT-001331,Low,navigation,2024-12-20,Aido Rover,APAC,Australia,172.91,True,Friday,1,0
1332,197.97240000000002,TKT-001332,Low,mechanical,2025-01-10,Aido Humanoid,North America,United States,53.38,True,Friday,1,0
1333,5.8453,TKT-001333,High,mechanical,2024-10-27,Aido Rover,APAC,Japan,19.07,True,Sunday,0,0
1334,18.2825,TKT-001334,Medium,battery,2024-11-21,Sentinel Prime AI,Europe,Germany,9.17,True,Thursday,1,1
1335,2.4898000000000002,TKT-001335,Medium,connectivity,2026-05-15,Aido Rover,North America,United States,55.18,True,Friday,0,0
1336,39.4201,TKT-001336,Low,battery,2025-03-08,Sentinel Prime AI,North America,Canada,137.75,True,Saturday,1,0
1337,3.6030999999999995,TKT-001337,Medium,mechanical,2026-04-16,Sentinel Prime AI,North America,United States,52.96,True,Thursday,0,0
1338,33.9735,TKT-001338,Medium,battery,2024-07-29,Fari,North America,Canada,64.3,True,Monday,1,2
1339,17.5767,TKT-001339,Medium,connectivity,2025-07-01,Fari,Europe,United Kingdom,35.64,True,Tuesday,0,1
1340,106.6252,TKT-001340,Medium,battery,2025-05-22,Sentinel Prime AI,Europe,Germany,66.53,True,Thursday,1,0
1341,11.246500000000001,TKT-001341,Low,connectivity,2025-10-22,Aido Humanoid,Europe,Germany,44.47,True,Wednesday,0,0
1342,90.7085,TKT-001342,High,battery,2025-08-06,Fari,North America,United States,,False,Wednesday,1,1
1343,40.5449,TKT-001343,High,connectivity,2025-11-03,Sentinel Prime AI,North America,United States,,False,Monday,1,0
1344,3.1257,TKT-001344,High,battery,2024-11-20,Aido Humanoid,Europe,United Kingdom,12.83,True,Wednesday,0,0
1345,6.3284,TKT-001345,Medium,connectivity,2025-09-11,Aido Rover,APAC,Australia,57.22,True,Thursday,0,0
1346,3.3444999999999996,TKT-001346,Medium,connectivity,2025-01-29,Senpai,APAC,Australia,32.31,True,Wednesday,0,0
1347,6.1053,TKT-001347,High,mechanical,2024-08-27,Aido Rover,APAC,Australia,21.46,True,Tuesday,0,0
1348,21.009,TKT-001348,Low,software,2026-04-19,Sentinel Prime AI,North America,United States,113.72,True,Sunday,0,1
1349,6.9007,TKT-001349,Low,navigation,2025-06-20,Sentinel Prime AI,APAC,Australia,91.36,True,Friday,0,0
1350,9.3621,TKT-001350,Critical,mechanical,2025-03-16,Sentinel Prime AI,Europe,United Kingdom,4.14,True,Sunday,0,0
1351,5.1594999999999995,TKT-001351,Medium,battery,2025-02-08,Fari,North America,United States,43.33,True,Saturday,0,0
1352,5.9902999999999995,TKT-001352,Medium,software,2025-11-09,Aido Humanoid,North America,United States,65.96,True,Sunday,0,0
1353,2.6141,TKT-001353,Critical,navigation,2025-09-25,Aido Rover,North America,United States,3.88,True,Thursday,0,0
1354,4.1239,TKT-001354,Critical,navigation,2025-08-25,Aido Rover,Europe,United Kingdom,7.71,True,Monday,0,2
1355,8.356200000000001,TKT-001355,Low,connectivity,2024-06-21,Aido Rover,North America,United States,57.82,True,Friday,0,0
1356,63.9109,TKT-001356,Low,mechanical,2025-08-24,Aido Rover,APAC,Japan,39.2,True,Sunday,1,1
1357,29.328500000000002,TKT-001357,Medium,battery,2025-11-18,Aido Rover,North America,United States,,False,Tuesday,1,0
1358,5.1502,TKT-001358,Low,connectivity,2025-02-02,Aido Humanoid,Europe,Germany,35.82,True,Sunday,0,0
1359,30.7322,TKT-001359,Low,navigation,2025-07-25,Fari,Europe,United Kingdom,122.92,True,Friday,1,1
1360,5.7936000000000005,TKT-001360,Medium,navigation,2025-05-15,Fari,Europe,Germany,58.63,True,Thursday,0,1
1361,14.310099999999998,TKT-001361,Critical,mechanical,2024-12-17,Sentinel Prime AI,APAC,Australia,10.53,True,Tuesday,1,1
1362,6.7829,TKT-001362,High,navigation,2024-09-12,Sentinel Prime AI,Europe,Germany,,False,Thursday,0,0
1363,2.1901,TKT-001363,High,navigation,2024-11-23,Fari,North America,United States,11.52,True,Saturday,0,1
1364,5.469,TKT-001364,Low,connectivity,2025-03-19,Senpai,North America,Canada,18.3,True,Wednesday,0,0
1365,4.335,TKT-001365,Medium,connectivity,2024-06-22,Senpai,APAC,Japan,85.15,True,Saturday,0,0
1366,29.516299999999998,TKT-001366,Low,navigation,2025-11-23,Aido Humanoid,APAC,Australia,151.58,True,Sunday,0,0
1367,5.7989999999999995,TKT-001367,Low,connectivity,2025-06-02,Sentinel Prime AI,APAC,Australia,82.29,True,Monday,0,2
1368,5.892799999999999,TKT-001368,Medium,navigation,2025-10-14,Aido Humanoid,Europe,Germany,,False,Tuesday,0,0
1369,5.1738,TKT-001369,Critical,navigation,2025-01-12,Senpai,APAC,Australia,10.14,True,Sunday,0,3
1370,23.9679,TKT-001370,Medium,navigation,2025-11-11,Aido Rover,North America,United States,77.52,True,Tuesday,1,0
1371,59.2585,TKT-001371,Low,battery,2024-07-16,Aido Rover,North America,United States,94.65,True,Tuesday,1,3
1372,8.3552,TKT-001372,Critical,connectivity,2024-08-31,Senpai,Europe,United Kingdom,11.81,True,Saturday,0,0
1373,8.6698,TKT-001373,Medium,software,2025-06-24,Senpai,Europe,Germany,82.99,True,Tuesday,0,1
1374,39.9592,TKT-001374,Medium,battery,2025-03-22,Aido Humanoid,APAC,Japan,49.31,True,Saturday,1,1
1375,55.7743,TKT-001375,Medium,mechanical,2026-03-02,Senpai,North America,United States,44.89,True,Monday,1,1
1376,9.8996,TKT-001376,Low,navigation,2025-01-08,Senpai,North America,Canada,99.98,True,Wednesday,0,1
1377,4.2863999999999995,TKT-001377,Medium,battery,2025-01-22,Fari,North America,Canada,42.93,True,Wednesday,0,0
1378,3.8464,TKT-001378,Medium,navigation,2025-07-10,Aido Rover,Europe,Germany,41.22,True,Thursday,0,2
1379,11.1928,TKT-001379,Medium,connectivity,2025-07-21,Fari,North America,United States,49.68,True,Monday,0,1
1380,14.8002,TKT-001380,Medium,software,2024-08-10,Fari,North America,Canada,28.11,True,Saturday,0,0
1381,159.2273,TKT-001381,Medium,navigation,2025-08-05,Sentinel Prime AI,Europe,United Kingdom,87.58,True,Tuesday,1,0
1382,48.6579,TKT-001382,Medium,battery,2025-04-05,Senpai,North America,United States,,False,Saturday,1,1
1383,47.514700000000005,TKT-001383,Low,mechanical,2026-05-19,Fari,APAC,Japan,40.87,True,Tuesday,1,0
1384,64.93690000000001,TKT-001384,Medium,battery,2024-11-30,Aido Rover,APAC,Japan,,False,Saturday,1,0
1385,109.33149999999999,TKT-001385,Low,battery,2024-08-25,Senpai,Europe,United Kingdom,70.61,True,Sunday,1,0
1386,5.2116999999999996,TKT-001386,Medium,connectivity,2024-06-16,Aido Humanoid,North America,United States,87.37,True,Sunday,0,0
1387,8.7797,TKT-001387,Medium,software,2026-02-16,Fari,North America,Canada,52.84,True,Monday,0,1
1388,41.9985,TKT-001388,Low,mechanical,2025-02-26,Senpai,North America,United States,,False,Wednesday,1,0
1389,36.3482,TKT-001389,Medium,battery,2025-11-06,Aido Humanoid,Europe,United Kingdom,57.58,True,Thursday,1,0
1390,6.5032,TKT-001390,Low,software,2026-05-20,Fari,APAC,Australia,67.82,True,Wednesday,0,0
1391,4.4502999999999995,TKT-001391,Low,software,2025-07-04,Sentinel Prime AI,North America,Canada,16.89,True,Friday,0,1
1392,79.3543,TKT-001392,Medium,software,2025-07-12,Aido Rover,North America,United States,43.11,True,Saturday,1,4
1393,5.545,TKT-001393,High,navigation,2025-10-10,Fari,Europe,United Kingdom,18.64,True,Friday,0,3
1394,30.2268,TKT-001394,Low,connectivity,2026-01-09,Senpai,North America,United States,110.22,True,Friday,1,0
1395,109.80499999999999,TKT-001395,Medium,connectivity,2025-12-15,Aido Rover,APAC,Japan,33.68,True,Monday,1,0
1396,12.2036,TKT-001396,Medium,navigation,2025-12-30,Sentinel Prime AI,North America,Canada,37.4,True,Tuesday,0,2
1397,7.623099999999999,TKT-001397,Low,software,2026-04-02,Sentinel Prime AI,Europe,United Kingdom,,False,Thursday,0,0
1398,3.8118999999999996,TKT-001398,High,connectivity,2025-01-29,Senpai,North America,United States,14.67,True,Wednesday,0,0
1399,27.010400000000004,TKT-001399,Medium,mechanical,2025-11-25,Sentinel Prime AI,North America,United States,40.51,True,Tuesday,1,0
1400,42.2557,TKT-001400,High,battery,2024-07-22,Senpai,North America,United States,21.55,True,Monday,1,0
1401,53.9041,TKT-001401,High,mechanical,2025-05-14,Aido Humanoid,Europe,United Kingdom,18.27,True,Wednesday,1,0
1402,9.8287,TKT-001402,High,software,2025-12-05,Senpai,APAC,Japan,20.16,True,Friday,0,3
1403,7.595699999999999,TKT-001403,Low,connectivity,2025-07-16,Fari,North America,United States,88.33,True,Wednesday,0,1
1404,6.1673,TKT-001404,Medium,connectivity,2026-04-03,Aido Rover,North America,United States,,False,Friday,0,1
1405,43.523399999999995,TKT-001405,Low,navigation,2026-03-28,Aido Rover,Europe,United Kingdom,89.48,True,Saturday,0,1
1406,6.7088,TKT-001406,Low,software,2025-07-23,Sentinel Prime AI,Europe,United Kingdom,101.15,True,Wednesday,0,1
1407,3.4459,TKT-001407,High,battery,2024-10-31,Sentinel Prime AI,North America,Canada,16.2,True,Thursday,0,0
1408,32.3963,TKT-001408,High,navigation,2025-02-10,Sentinel Prime AI,Europe,United Kingdom,24.85,True,Monday,1,0
1409,57.030499999999996,TKT-001409,High,mechanical,2025-03-27,Senpai,APAC,Japan,25.96,True,Thursday,1,1
1410,43.3187,TKT-001410,Medium,battery,2024-06-20,Aido Rover,APAC,Japan,26.31,True,Thursday,1,0
1411,1.2854,TKT-001411,Critical,software,2024-12-13,Aido Humanoid,North America,Canada,2.59,True,Friday,0,0
