ticket_key,opened_date_key,closed_date_key,product_key,customer_key,geography_key,ticket_id,severity,category,resolution_hours,is_resolved,csat_score
1452,20260506,20260506,2,189,6,TKT-001452,Critical,battery,7.22,True,2
1453,20251015,20251023,2,559,5,TKT-001453,Low,battery,192.32,True,4
1454,20241203,20241203,2,26,1,TKT-001454,High,mechanical,12.33,True,4
1455,20250222,20250227,3,454,7,TKT-001455,Low,battery,120.94,True,5
1456,20250218,20250218,4,188,3,TKT-001456,High,software,18.37,True,4
1457,20250605,,1,166,12,TKT-001457,Critical,navigation,,False,
1458,20240710,20240711,3,297,7,TKT-001458,Medium,software,40.67,True,4
1459,20251027,20251102,1,836,10,TKT-001459,Low,battery,144.3,True,5
1460,20241207,20241210,2,500,14,TKT-001460,Medium,battery,72.51,True,3
1461,20250418,20250418,5,678,3,TKT-001461,Critical,software,8.49,True,4
1462,20260406,20260406,2,937,1,TKT-001462,High,connectivity,15.29,True,5
1463,20250526,20250527,3,975,7,TKT-001463,High,navigation,29.14,True,5
1464,20251031,20251101,2,180,8,TKT-001464,Medium,mechanical,29.15,True,5
1465,20240823,20240825,4,493,9,TKT-001465,Low,battery,66.97,True,4
1466,20260106,20260111,1,976,7,TKT-001466,Low,connectivity,127.23,True,2
1467,20241205,20241207,4,719,3,TKT-001467,Medium,battery,52.34,True,5
1468,20250919,20250919,1,123,7,TKT-001468,Critical,software,9.68,True,5
1469,20250812,20250812,5,285,11,TKT-001469,Medium,mechanical,2.21,True,2
1470,20240715,20240715,2,107,1,TKT-001470,Medium,battery,5.95,True,4
1471,20260316,20260317,5,813,6,TKT-001471,Medium,connectivity,45.79,True,4
1472,20250302,20250303,1,851,9,TKT-001472,Low,connectivity,43.19,True,4
1473,20250609,20250609,2,699,11,TKT-001473,Low,navigation,14.99,True,1
1474,20250109,20250114,2,922,4,TKT-001474,Low,connectivity,121.24,True,4
1475,20241101,20241107,5,893,5,TKT-001475,Low,navigation,163.16,True,2
1476,20250521,20250521,2,55,10,TKT-001476,High,navigation,20.81,True,3
1477,20260210,20260211,2,132,2,TKT-001477,High,navigation,26.41,True,4
1478,20240921,20240921,4,958,3,TKT-001478,High,connectivity,17.91,True,4
1479,20241212,,1,331,14,TKT-001479,Low,battery,,False,
1480,20250221,20250222,2,115,11,TKT-001480,High,battery,31.4,True,3
1481,20250315,20250319,2,398,11,TKT-001481,Medium,connectivity,96.51,True,2
1482,20260527,20260530,5,921,8,TKT-001482,Low,battery,75.14,True,4
1483,20240618,20240621,1,589,2,TKT-001483,Low,connectivity,95.9,True,4
1484,20251125,,1,839,2,TKT-001484,Medium,mechanical,,False,
1485,20250405,20250406,4,537,5,TKT-001485,High,software,28.79,True,5
1486,20251019,20251021,3,860,9,TKT-001486,Medium,mechanical,50.72,True,3
1487,20250817,20250818,2,689,1,TKT-001487,High,mechanical,30.59,True,4
1488,20250317,20250320,5,26,1,TKT-001488,Medium,mechanical,76.34,True,5
1489,20250808,20250808,1,995,5,TKT-001489,High,mechanical,21.87,True,4
1490,20240625,20240626,4,670,1,TKT-001490,Medium,mechanical,38.5,True,3
1491,20260530,20260531,3,150,7,TKT-001491,Low,mechanical,125.58,True,2
1492,20241207,20241207,1,335,5,TKT-001492,High,software,8.3,True,3
1493,20251211,20251217,4,108,13,TKT-001493,Low,mechanical,164.13,True,3
1494,20250118,,1,712,1,TKT-001494,High,connectivity,,False,
1495,20250403,20250404,2,355,12,TKT-001495,Medium,mechanical,47.35,True,3
1496,20250208,20250209,5,249,12,TKT-001496,Medium,software,43.91,True,4
1497,20260503,20260503,5,155,12,TKT-001497,Critical,connectivity,7.4,True,4
1498,20241031,20241105,2,918,5,TKT-001498,Low,mechanical,120.59,True,4
1499,20251028,20251029,3,676,4,TKT-001499,Medium,software,41.99,True,5
1500,20241107,,3,63,1,TKT-001500,Medium,mechanical,,False,
1501,20260421,20260424,4,977,9,TKT-001501,Medium,connectivity,88.11,True,4
1502,20250201,20250201,1,233,7,TKT-001502,Low,mechanical,11.24,True,4
1503,20260516,20260517,5,356,6,TKT-001503,Low,connectivity,41.34,True,4
1504,20260405,20260409,1,945,11,TKT-001504,Medium,battery,105.45,True,4
1505,20240625,20240625,1,968,11,TKT-001505,High,software,17.27,True,2
1506,20241026,20241027,1,96,12,TKT-001506,Medium,battery,38.93,True,4
1507,20240822,20240822,1,199,4,TKT-001507,High,connectivity,10.64,True,5
1508,20260424,20260427,1,300,3,TKT-001508,Low,connectivity,91.06,True,3
1509,20251103,20251105,5,875,12,TKT-001509,Medium,battery,55.93,True,5
1510,20250108,20250109,5,16,1,TKT-001510,Medium,navigation,35.35,True,4
1511,20241001,20241004,2,775,12,TKT-001511,Medium,battery,72.22,True,4
1512,20250511,20250514,1,614,7,TKT-001512,Medium,navigation,72.09,True,4
1513,20240717,20240719,4,124,10,TKT-001513,Medium,navigation,65.55,True,3
1514,20260221,20260221,1,339,14,TKT-001514,Critical,connectivity,6.58,True,5
1515,20241202,20241203,5,452,10,TKT-001515,Medium,software,35.64,True,2
1516,20251121,20251122,4,452,10,TKT-001516,High,software,25.34,True,4
1517,20240710,20240711,5,809,14,TKT-001517,Medium,connectivity,26.36,True,5
1518,20250208,20250208,4,644,1,TKT-001518,Medium,software,5.24,True,3
1519,20250719,20250720,5,498,13,TKT-001519,Medium,battery,39.15,True,4
1520,20240703,20240703,2,642,9,TKT-001520,Medium,navigation,7.8,True,4
1521,20260126,20260127,5,615,5,TKT-001521,High,software,26.17,True,5
1522,20251120,20251123,4,296,4,TKT-001522,Low,mechanical,84.49,True,5
1523,20240609,20240613,2,441,6,TKT-001523,Low,battery,111.51,True,4
1524,20260206,20260208,4,562,13,TKT-001524,Medium,software,61.83,True,3
1525,20240829,20240901,1,817,13,TKT-001525,Low,connectivity,93.54,True,5
1526,20241130,20241205,3,897,14,TKT-001526,Low,mechanical,123.3,True,5
1527,20251007,20251009,1,676,4,TKT-001527,Low,mechanical,65.98,True,4
1528,20240819,20240819,1,366,2,TKT-001528,High,navigation,17.26,True,5
1529,20250121,,5,694,1,TKT-001529,High,navigation,,False,
1530,20260116,20260117,3,956,1,TKT-001530,High,navigation,29.29,True,2
1531,20250913,20250914,3,709,11,TKT-001531,Medium,battery,39.43,True,4
1532,20260307,20260310,4,234,12,TKT-001532,Medium,connectivity,86.9,True,5
1533,20250329,20250401,3,968,11,TKT-001533,Low,navigation,82.34,True,4
1534,20240920,20240922,2,655,3,TKT-001534,Medium,connectivity,64.5,True,4
1535,20260328,20260330,5,301,14,TKT-001535,Medium,connectivity,63.06,True,5
1536,20250620,20250620,2,891,14,TKT-001536,Medium,battery,15.67,True,2
1537,20250603,20250607,2,526,6,TKT-001537,Low,battery,97.23,True,5
1538,20250214,20250217,1,719,3,TKT-001538,Low,connectivity,86.53,True,5
1539,20250413,20250417,2,904,7,TKT-001539,Low,battery,117.03,True,4
1540,20241126,20241128,3,342,12,TKT-001540,Medium,battery,60.41,True,5
1541,20241024,20241024,4,5,13,TKT-001541,High,software,13.3,True,4
1542,20260228,20260301,1,771,11,TKT-001542,High,navigation,28.2,True,4
1543,20240814,20240814,3,270,9,TKT-001543,Medium,mechanical,7.94,True,4
1544,20251115,20251118,4,250,6,TKT-001544,Low,battery,76.42,True,4
1545,20250822,20250823,1,559,5,TKT-001545,Medium,mechanical,46.87,True,4
1546,20260410,,2,417,8,TKT-001546,Medium,navigation,,False,
1547,20250801,20250802,1,696,12,TKT-001547,Medium,battery,43.99,True,5
1548,20241212,20241218,2,322,1,TKT-001548,Low,software,164.66,True,5
1549,20251004,20251004,3,230,6,TKT-001549,Medium,mechanical,15.42,True,4
1550,20240925,,1,562,13,TKT-001550,High,software,,False,
1551,20240908,20240911,1,827,8,TKT-001551,Medium,software,80.95,True,5
1552,20241114,20241114,4,504,4,TKT-001552,Critical,connectivity,10.08,True,5
1553,20250115,20250115,1,798,13,TKT-001553,High,mechanical,17.96,True,4
1554,20251124,20251124,5,502,10,TKT-001554,Medium,battery,12.61,True,4
1555,20240709,,3,14,3,TKT-001555,High,battery,,False,
1556,20260422,,4,200,12,TKT-001556,High,mechanical,,False,
1557,20260225,20260225,5,280,13,TKT-001557,Low,navigation,1.16,True,2
1558,20260508,20260509,5,576,11,TKT-001558,High,connectivity,25.6,True,3
1559,20250712,20250716,1,269,4,TKT-001559,Medium,navigation,97.45,True,3
1560,20240711,20240711,5,292,10,TKT-001560,High,battery,22.08,True,4
1561,20250225,,4,490,2,TKT-001561,Low,mechanical,,False,
1562,20250722,20250722,4,682,5,TKT-001562,High,battery,21.32,True,5
1563,20240817,20240818,5,414,2,TKT-001563,Medium,battery,44.54,True,3
1564,20251226,,1,137,13,TKT-001564,Low,battery,,False,
1565,20250704,20250706,2,359,7,TKT-001565,Medium,connectivity,53.89,True,4
1566,20250226,,1,563,13,TKT-001566,High,software,,False,
1567,20251121,20251121,5,83,5,TKT-001567,Medium,software,4.03,True,5
1568,20250126,20250127,5,120,14,TKT-001568,Low,connectivity,41.92,True,3
1569,20260319,20260319,5,970,3,TKT-001569,Critical,software,2.38,True,3
1570,20240720,20240722,4,21,7,TKT-001570,Medium,connectivity,71.09,True,5
1571,20251018,,1,81,11,TKT-001571,Medium,navigation,,False,
1572,20250601,20250603,4,344,8,TKT-001572,Medium,connectivity,58.44,True,4
1573,20240915,20240915,4,427,4,TKT-001573,Medium,mechanical,22.69,True,5
1574,20250203,20250204,4,957,9,TKT-001574,Low,connectivity,25.62,True,4
1575,20251217,20251217,1,977,9,TKT-001575,Critical,software,6.44,True,4
1576,20250610,20250610,4,419,6,TKT-001576,High,navigation,4.0,True,5
1577,20241018,20241018,5,35,11,TKT-001577,Critical,navigation,9.4,True,5
1578,20241101,20241102,1,133,8,TKT-001578,Medium,mechanical,39.68,True,5
1579,20251017,20251020,3,700,12,TKT-001579,Low,connectivity,87.68,True,3
1580,20241029,20241031,1,968,11,TKT-001580,Medium,connectivity,61.94,True,3
1581,20250620,20250624,4,740,12,TKT-001581,Low,connectivity,107.82,True,4
1582,20251002,20251007,2,462,4,TKT-001582,Low,software,135.94,True,4
1583,20251117,20251117,1,556,12,TKT-001583,High,battery,23.13,True,3
1584,20250518,,3,858,1,TKT-001584,Medium,navigation,,False,
1585,20250324,20250324,4,332,13,TKT-001585,High,navigation,2.93,True,5
1586,20241117,20241119,3,962,1,TKT-001586,Medium,connectivity,52.9,True,3
1587,20260127,20260131,4,102,10,TKT-001587,Low,battery,105.25,True,4
1588,20250706,20250706,2,60,4,TKT-001588,Critical,navigation,4.18,True,3
1589,20260304,20260306,4,957,9,TKT-001589,Medium,mechanical,64.89,True,3
1590,20240929,20240929,3,991,1,TKT-001590,High,navigation,7.34,True,2
1591,20241114,20241115,1,670,1,TKT-001591,Medium,mechanical,27.81,True,5
1592,20251013,20251016,4,446,12,TKT-001592,Low,battery,91.83,True,2
1593,20251031,20251103,4,218,3,TKT-001593,Medium,software,82.82,True,4
1594,20240928,20240929,3,96,12,TKT-001594,Medium,battery,35.72,True,4
1595,20250419,20250420,3,602,13,TKT-001595,Medium,mechanical,27.71,True,5
1596,20241104,20241105,2,164,11,TKT-001596,Medium,mechanical,30.94,True,4
1597,20250511,20250512,2,50,11,TKT-001597,Low,software,31.13,True,1
1598,20241217,20241223,3,682,5,TKT-001598,Low,mechanical,146.44,True,4
1599,20251019,20251019,3,75,13,TKT-001599,Critical,mechanical,4.62,True,2
1600,20260118,20260120,3,326,10,TKT-001600,Medium,battery,68.19,True,2
1601,20260424,20260427,2,158,2,TKT-001601,Low,navigation,75.61,True,3
1602,20250126,,4,447,5,TKT-001602,Medium,software,,False,
1603,20241227,20241227,4,291,4,TKT-001603,High,battery,17.56,True,4
1604,20250113,20250113,1,459,8,TKT-001604,High,battery,21.61,True,5
1605,20250515,20250516,1,767,7,TKT-001605,Medium,navigation,42.7,True,5
1606,20250420,20250420,3,788,11,TKT-001606,High,software,5.46,True,2
1607,20250425,20250427,3,931,9,TKT-001607,Low,connectivity,70.55,True,4
1608,20260104,20260105,4,668,10,TKT-001608,High,battery,28.91,True,5
1609,20260117,20260117,4,96,12,TKT-001609,Medium,battery,22.5,True,4
1610,20260211,20260214,4,864,6,TKT-001610,Medium,battery,86.73,True,2
1611,20260227,20260228,1,64,1,TKT-001611,Low,connectivity,33.85,True,4
1612,20241227,20241229,5,396,1,TKT-001612,Medium,software,57.36,True,4
1613,20260522,20260524,5,89,5,TKT-001613,Medium,mechanical,50.15,True,5
1614,20251108,20251108,2,129,3,TKT-001614,Critical,software,8.55,True,4
1615,20241026,20241026,4,381,1,TKT-001615,Critical,mechanical,5.83,True,5
1616,20260306,20260307,1,466,10,TKT-001616,High,connectivity,25.71,True,5
1617,20250422,20250425,4,454,7,TKT-001617,Medium,navigation,95.81,True,3
1618,20240917,20240918,5,295,9,TKT-001618,High,software,27.61,True,4
1619,20250216,20250219,5,85,10,TKT-001619,Medium,battery,95.68,True,2
1620,20250730,20250730,3,279,9,TKT-001620,Critical,mechanical,8.25,True,5
1621,20251004,20251004,4,618,13,TKT-001621,High,battery,10.33,True,5
1622,20250223,20250226,4,148,11,TKT-001622,Medium,battery,82.62,True,3
1623,20251114,20251118,1,531,8,TKT-001623,Low,mechanical,97.83,True,4
1624,20241201,20241206,1,539,11,TKT-001624,Low,connectivity,121.82,True,5
1625,20260109,20260109,2,337,14,TKT-001625,High,mechanical,16.0,True,4
1626,20240921,20240922,4,709,11,TKT-001626,Medium,navigation,37.53,True,4
1627,20240915,20240915,3,957,9,TKT-001627,High,battery,17.21,True,5
1628,20250108,,2,536,2,TKT-001628,Low,battery,,False,
1629,20260326,20260327,3,939,9,TKT-001629,Medium,connectivity,41.78,True,4
1630,20250902,20250902,1,824,1,TKT-001630,High,battery,16.81,True,4
1631,20241207,,2,312,14,TKT-001631,Medium,battery,,False,
1632,20250806,20250809,1,245,7,TKT-001632,Medium,connectivity,87.64,True,4
1633,20250419,20250422,2,758,10,TKT-001633,Low,connectivity,79.78,True,5
1634,20260207,20260208,3,795,14,TKT-001634,High,navigation,30.39,True,5
1635,20250413,20250414,4,312,14,TKT-001635,High,battery,24.61,True,3
1636,20240728,20240728,1,906,4,TKT-001636,High,connectivity,22.43,True,2
1637,20250315,,4,316,6,TKT-001637,Low,connectivity,,False,
1638,20250928,20251001,3,916,8,TKT-001638,Low,connectivity,80.94,True,4
1639,20240929,,1,635,4,TKT-001639,Low,mechanical,,False,
1640,20250520,20250521,4,976,7,TKT-001640,High,mechanical,26.67,True,5
1641,20260304,20260305,1,757,3,TKT-001641,Medium,navigation,40.75,True,4
1642,20250425,20250426,3,314,1,TKT-001642,Low,software,47.42,True,5
1643,20260313,,2,537,5,TKT-001643,Medium,battery,,False,
1644,20250304,20250306,4,400,7,TKT-001644,Low,navigation,67.41,True,4
1645,20250809,20250809,2,103,2,TKT-001645,Critical,mechanical,8.58,True,5
1646,20260419,20260420,2,96,12,TKT-001646,Medium,connectivity,29.34,True,4
1647,20251116,20251120,1,591,2,TKT-001647,Low,battery,112.41,True,4
1648,20251021,20251022,3,802,12,TKT-001648,Medium,navigation,40.87,True,5
1649,20251227,20251229,4,772,10,TKT-001649,Medium,connectivity,71.55,True,4
1650,20240825,20240827,4,244,12,TKT-001650,Medium,mechanical,48.26,True,4
1651,20250507,20250508,3,394,2,TKT-001651,High,mechanical,32.37,True,4
1652,20241203,20241205,1,890,5,TKT-001652,Medium,connectivity,48.48,True,5
1653,20240925,20240927,4,200,12,TKT-001653,Medium,software,62.32,True,3
1654,20251111,20251113,4,473,5,TKT-001654,Low,connectivity,71.26,True,3
1655,20250809,20250812,5,396,1,TKT-001655,Low,mechanical,82.25,True,4
1656,20251220,20251221,4,396,1,TKT-001656,High,software,40.37,True,4
1657,20241011,20241015,1,676,4,TKT-001657,Low,software,98.32,True,4
1658,20240719,20240719,5,723,13,TKT-001658,Low,battery,13.59,True,5
1659,20251005,20251007,1,113,9,TKT-001659,Medium,software,49.83,True,5
1660,20241103,20241104,2,343,1,TKT-001660,Medium,connectivity,29.64,True,4
1661,20260410,20260410,3,358,13,TKT-001661,Critical,software,9.34,True,4
1662,20240928,20240929,1,912,6,TKT-001662,High,battery,29.89,True,3
1663,20251211,20251212,5,43,1,TKT-001663,Medium,mechanical,45.77,True,4
1664,20240801,20240806,5,772,10,TKT-001664,Low,battery,128.81,True,3
1665,20260202,20260204,1,740,12,TKT-001665,Low,software,61.73,True,3
1666,20240829,20240831,2,191,8,TKT-001666,Medium,software,55.38,True,4
1667,20250914,20250916,5,861,4,TKT-001667,Medium,mechanical,51.76,True,4
1668,20240603,20240603,4,804,2,TKT-001668,Medium,battery,15.74,True,2
1669,20241224,,2,775,12,TKT-001669,Medium,navigation,,False,
1670,20241215,20241217,1,924,4,TKT-001670,Low,mechanical,49.12,True,5
1671,20241012,20241013,5,522,9,TKT-001671,Medium,mechanical,41.4,True,3
1672,20241212,20241212,4,621,11,TKT-001672,Medium,mechanical,1.85,True,5
1673,20250612,20250614,1,883,5,TKT-001673,Low,connectivity,69.21,True,3
1674,20250105,20250106,1,280,13,TKT-001674,High,software,44.23,True,4
1675,20240728,20240728,2,863,7,TKT-001675,Medium,software,14.27,True,5
1676,20260529,20260531,5,306,4,TKT-001676,Low,software,114.56,True,4
1677,20240826,20240828,3,640,12,TKT-001677,Low,mechanical,63.86,True,4
1678,20250609,20250613,1,19,13,TKT-001678,Low,navigation,100.58,True,4
1679,20240805,20240805,5,538,12,TKT-001679,Critical,navigation,8.25,True,2
1680,20251125,20251128,4,912,6,TKT-001680,Medium,connectivity,75.2,True,4
1681,20260225,20260226,5,311,1,TKT-001681,High,mechanical,28.39,True,5
1682,20251216,20251216,5,947,1,TKT-001682,High,mechanical,10.02,True,3
1683,20260314,20260314,5,215,4,TKT-001683,High,connectivity,13.56,True,5
1684,20260324,20260325,5,130,4,TKT-001684,High,software,25.85,True,5
1685,20260329,20260402,2,452,10,TKT-001685,Low,mechanical,117.85,True,4
1686,20250901,20250901,1,318,3,TKT-001686,Medium,connectivity,19.49,True,4
1687,20260123,20260126,5,327,9,TKT-001687,Medium,navigation,86.99,True,3
1688,20250612,,5,79,4,TKT-001688,Low,software,,False,
1689,20251005,20251005,2,62,3,TKT-001689,Medium,mechanical,14.18,True,2
1690,20250716,20250720,3,887,4,TKT-001690,Low,mechanical,118.58,True,4
1691,20250503,20250503,3,61,5,TKT-001691,High,battery,14.81,True,3
1692,20240730,20240804,2,533,5,TKT-001692,Low,mechanical,127.79,True,4
1693,20260227,20260306,3,372,9,TKT-001693,Low,navigation,181.77,True,3
1694,20240607,20240607,2,369,11,TKT-001694,High,connectivity,23.08,True,5
1695,20240817,20240817,1,560,4,TKT-001695,Critical,navigation,5.78,True,4
1696,20241029,20241030,5,308,6,TKT-001696,High,battery,24.46,True,2
1697,20241220,20241220,4,180,8,TKT-001697,High,mechanical,12.08,True,2
1698,20250713,,2,457,10,TKT-001698,Low,mechanical,,False,
1699,20241231,20241231,3,551,11,TKT-001699,Low,connectivity,6.56,True,1
1700,20250709,20250710,1,935,7,TKT-001700,Medium,connectivity,28.85,True,3
1701,20250321,20250321,4,961,12,TKT-001701,Critical,connectivity,6.83,True,4
1702,20241103,20241104,5,807,6,TKT-001702,Medium,mechanical,30.41,True,4
1703,20250612,20250612,5,68,10,TKT-001703,Low,mechanical,21.09,True,2
1704,20250911,20250912,2,218,3,TKT-001704,Medium,navigation,35.09,True,3
1705,20240822,20240825,4,687,1,TKT-001705,Medium,mechanical,83.49,True,5
1706,20240831,20240906,4,914,8,TKT-001706,Low,battery,146.61,True,4
1707,20250315,,3,319,3,TKT-001707,Medium,battery,,False,
1708,20240818,20240818,3,903,1,TKT-001708,Critical,connectivity,1.27,True,1
1709,20260305,20260305,1,403,10,TKT-001709,Low,software,12.69,True,4
1710,20260125,20260127,2,425,1,TKT-001710,Low,software,54.3,True,3
1711,20260102,20260103,1,720,3,TKT-001711,Medium,mechanical,44.01,True,4
1712,20241021,20241021,3,562,13,TKT-001712,Low,connectivity,4.04,True,4
1713,20250626,,1,829,9,TKT-001713,Medium,connectivity,,False,
1714,20240812,20240817,5,607,13,TKT-001714,Low,connectivity,138.9,True,4
1715,20260512,,2,677,3,TKT-001715,Low,mechanical,,False,
1716,20260115,20260118,1,952,10,TKT-001716,Medium,software,83.85,True,5
1717,20240610,20240616,2,174,14,TKT-001717,Low,connectivity,154.04,True,3
1718,20251201,20251201,1,201,10,TKT-001718,High,mechanical,14.13,True,1
1719,20241122,20241125,3,974,9,TKT-001719,Medium,mechanical,88.23,True,5
1720,20260103,,3,561,10,TKT-001720,Low,connectivity,,False,
1721,20260405,20260407,5,129,3,TKT-001721,Medium,connectivity,56.33,True,3
1722,20250911,20250917,3,880,6,TKT-001722,Low,navigation,160.4,True,1
1723,20250326,20250328,4,684,1,TKT-001723,Medium,mechanical,69.87,True,4
1724,20240920,20240922,2,216,14,TKT-001724,Medium,mechanical,62.2,True,3
1725,20241122,20241123,3,996,13,TKT-001725,Medium,navigation,31.89,True,3
1726,20240708,,3,131,5,TKT-001726,Critical,software,,False,
1727,20250831,20250903,5,252,5,TKT-001727,Medium,battery,74.19,True,4
1728,20250316,20250323,1,80,2,TKT-001728,Low,connectivity,190.62,True,4
1729,20250805,20250805,2,571,8,TKT-001729,Critical,battery,10.12,True,2
1730,20241020,20241025,4,227,9,TKT-001730,Low,navigation,136.2,True,5
1731,20250101,20250106,3,803,4,TKT-001731,Low,navigation,121.53,True,5
1732,20241218,,3,27,4,TKT-001732,Low,battery,,False,
1733,20250109,20250109,4,750,6,TKT-001733,Medium,mechanical,12.3,True,4
1734,20240628,20240701,2,268,10,TKT-001734,Low,battery,89.9,True,2
1735,20250406,20250406,2,375,14,TKT-001735,Critical,connectivity,2.11,True,4
1736,20260314,20260317,5,351,6,TKT-001736,Low,connectivity,79.94,True,4
1737,20250628,20250628,1,450,10,TKT-001737,High,software,23.85,True,5
1738,20241130,20241130,2,299,9,TKT-001738,Medium,navigation,5.84,True,2
1739,20250527,20250601,3,679,13,TKT-001739,Low,mechanical,128.63,True,5
1740,20250324,20250328,1,154,4,TKT-001740,Medium,navigation,101.23,True,3
1741,20260128,20260130,2,815,14,TKT-001741,Medium,navigation,49.8,True,3
1742,20251105,20251107,3,86,7,TKT-001742,Medium,connectivity,55.4,True,3
1743,20250604,20250606,4,628,8,TKT-001743,Medium,software,51.36,True,3
1744,20260519,20260520,5,44,8,TKT-001744,High,connectivity,25.26,True,4
1745,20240916,,2,562,13,TKT-001745,Medium,battery,,False,
1746,20241219,20241221,4,363,13,TKT-001746,Low,navigation,57.68,True,5
1747,20251102,20251102,4,65,3,TKT-001747,High,battery,17.3,True,4
1748,20250129,20250129,1,598,8,TKT-001748,Critical,connectivity,2.22,True,5
1749,20250404,20250404,3,783,5,TKT-001749,High,mechanical,23.04,True,4
1750,20260530,20260531,1,669,3,TKT-001750,Low,connectivity,90.48,True,5
1751,20240822,20240822,1,973,13,TKT-001751,High,mechanical,20.67,True,4
1752,20250907,20250908,4,71,3,TKT-001752,Low,software,46.19,True,3
1753,20250517,20250518,5,694,1,TKT-001753,Medium,navigation,45.33,True,3
1754,20251223,20251223,3,971,11,TKT-001754,Critical,connectivity,8.7,True,4
1755,20260216,,3,245,7,TKT-001755,Medium,mechanical,,False,
1756,20240716,20240716,4,586,9,TKT-001756,High,navigation,9.25,True,5
1757,20250801,,4,894,2,TKT-001757,High,mechanical,,False,
1758,20241107,20241111,3,714,13,TKT-001758,Low,connectivity,105.75,True,5
1759,20240720,20240721,4,44,8,TKT-001759,Medium,software,38.2,True,5
1760,20240710,20240712,2,436,8,TKT-001760,Medium,mechanical,64.7,True,3
1761,20251214,20251215,2,206,9,TKT-001761,High,mechanical,27.38,True,4
1762,20260213,20260220,3,257,3,TKT-001762,Low,connectivity,170.45,True,3
1763,20250907,20250909,3,478,10,TKT-001763,Medium,software,51.17,True,4
1764,20240909,20240911,1,494,2,TKT-001764,Medium,connectivity,48.89,True,4
1765,20240723,20240725,3,459,8,TKT-001765,Low,software,52.18,True,2
1766,20260104,20260105,3,468,8,TKT-001766,Medium,connectivity,26.73,True,4
1767,20240906,20240908,3,350,2,TKT-001767,Medium,software,60.96,True,3
1768,20250222,20250222,1,433,12,TKT-001768,High,connectivity,7.59,True,5
1769,20250930,20251003,1,752,3,TKT-001769,Low,battery,90.92,True,3
1770,20240913,,1,306,4,TKT-001770,Critical,mechanical,,False,
1771,20260103,20260106,3,509,13,TKT-001771,Medium,navigation,76.98,True,3
1772,20250704,20250704,1,324,4,TKT-001772,High,navigation,12.35,True,5
1773,20240720,20240720,1,728,4,TKT-001773,Medium,software,7.27,True,4
1774,20250821,20250828,2,816,11,TKT-001774,Low,software,186.09,True,4
1775,20250924,20250925,5,91,13,TKT-001775,High,navigation,28.94,True,4
1776,20250623,20250624,5,159,8,TKT-001776,Low,connectivity,35.88,True,2
1777,20250210,20250212,4,704,2,TKT-001777,Low,mechanical,64.63,True,4
1778,20250512,20250512,5,762,6,TKT-001778,High,battery,22.58,True,5
1779,20250629,20250702,2,658,6,TKT-001779,Medium,connectivity,73.54,True,3
1780,20250114,20250114,1,921,8,TKT-001780,High,battery,10.14,True,5
1781,20251202,20251204,1,616,13,TKT-001781,Medium,mechanical,61.7,True,3
1782,20240905,20240905,4,833,6,TKT-001782,High,mechanical,13.85,True,1
1783,20250815,20250816,5,435,8,TKT-001783,High,mechanical,25.44,True,4
1784,20241009,20241012,1,684,1,TKT-001784,Low,connectivity,89.98,True,2
1785,20241120,20241120,5,351,6,TKT-001785,High,battery,8.05,True,3
1786,20250617,,4,866,10,TKT-001786,Medium,connectivity,,False,
1787,20250908,,5,311,1,TKT-001787,Medium,mechanical,,False,
1788,20250221,20250223,2,233,7,TKT-001788,Medium,mechanical,67.22,True,5
1789,20241030,20241102,1,88,12,TKT-001789,Medium,software,88.39,True,4
1790,20251008,20251008,3,108,13,TKT-001790,Medium,software,21.92,True,5
1791,20260307,20260307,2,576,11,TKT-001791,High,battery,15.43,True,4
1792,20241016,20241018,5,529,6,TKT-001792,Medium,software,62.47,True,4
1793,20260210,20260212,4,971,11,TKT-001793,Low,connectivity,58.65,True,4
1794,20250205,20250206,2,723,13,TKT-001794,Medium,mechanical,46.0,True,5
1795,20260305,20260306,2,182,2,TKT-001795,Medium,software,46.55,True,5
1796,20250727,20250730,1,942,11,TKT-001796,Low,software,95.84,True,4
1797,20260503,20260505,2,628,8,TKT-001797,Medium,mechanical,56.56,True,2
1798,20250925,20250927,2,964,9,TKT-001798,Medium,mechanical,50.95,True,3
1799,20260122,20260125,2,87,5,TKT-001799,Low,navigation,80.72,True,5
1800,20240801,,5,92,1,TKT-001800,Medium,connectivity,,False,
1801,20250725,20250727,5,128,3,TKT-001801,Medium,battery,69.44,True,4
1802,20260515,20260517,4,389,9,TKT-001802,Medium,software,54.19,True,1
1803,20251023,20251025,5,739,3,TKT-001803,Low,connectivity,50.4,True,4
1804,20250208,20250212,2,122,8,TKT-001804,Medium,connectivity,104.33,True,5
1805,20240625,20240625,3,386,9,TKT-001805,High,navigation,18.21,True,2
1806,20240829,20240831,2,847,13,TKT-001806,Medium,navigation,63.66,True,3
1807,20251230,,4,331,14,TKT-001807,High,navigation,,False,
1808,20241225,20241227,4,517,8,TKT-001808,Medium,software,51.27,True,1
1809,20251225,20251226,3,760,14,TKT-001809,High,battery,37.57,True,4
1810,20250216,20250216,5,794,12,TKT-001810,Critical,connectivity,8.28,True,4
1811,20260518,20260524,3,463,2,TKT-001811,Low,battery,149.14,True,4
1812,20250826,,3,854,3,TKT-001812,Low,navigation,,False,
1813,20241124,20241129,2,555,3,TKT-001813,Low,battery,133.11,True,5
