pipeline_key,created_date_key,closed_date_key,product_key,customer_key,geography_key,opportunity_id,stage,units,amount_usd,is_won,sales_cycle_days
378,20260525,20260531,1,180,8,OPP-000378,Won,12,71108.33,True,20
379,20250315,,1,349,9,OPP-000379,Proposal,18,95780.38,False,
380,20241220,20250523,2,70,14,OPP-000380,Won,6,19837.54,True,154
381,20260523,,4,815,14,OPP-000381,Proposal,20,1398534.92,False,
382,20260219,,5,20,8,OPP-000382,Qualified,11,1305857.25,False,
383,20241121,,2,920,14,OPP-000383,Negotiation,19,61422.05,False,
384,20260419,,2,954,1,OPP-000384,Qualified,18,58762.21,False,
385,20260120,20260224,4,899,8,OPP-000385,Won,10,644798.85,True,35
386,20251006,20260213,4,482,13,OPP-000386,Won,11,681002.94,True,130
387,20260123,,2,597,2,OPP-000387,Qualified,18,59626.04,False,
388,20251220,,1,758,10,OPP-000388,Qualified,21,110210.66,False,
389,20250223,20250801,1,288,2,OPP-000389,Won,6,32392.26,True,159
390,20250615,,1,487,8,OPP-000390,Proposal,19,102888.64,False,
391,20250624,20250730,2,823,12,OPP-000391,Won,12,36677.99,True,36
392,20250108,20250527,3,424,11,OPP-000392,Won,24,1071846.15,True,139
393,20260524,20260531,3,156,10,OPP-000393,Lost,12,472429.01,False,96
394,20250311,20250404,1,858,1,OPP-000394,Won,16,81673.02,True,24
395,20251019,20251123,5,608,10,OPP-000395,Won,2,220101.44,True,35
396,20241231,20250514,3,540,9,OPP-000396,Won,8,309016.96,True,134
397,20250328,20250520,5,274,3,OPP-000397,Lost,13,1350619.33,False,53
398,20241216,20250107,4,748,11,OPP-000398,Lost,19,1272380.34,False,22
399,20241127,,4,374,3,OPP-000399,Proposal,25,1669287.17,False,
400,20260101,,3,637,12,OPP-000400,Proposal,6,253174.21,False,
401,20241201,,1,72,2,OPP-000401,Qualified,23,134513.84,False,
402,20250426,20250715,3,631,12,OPP-000402,Lost,12,519299.77,False,80
403,20250715,,2,524,6,OPP-000403,Lead,8,26645.55,False,
404,20250702,20251104,1,409,12,OPP-000404,Won,2,11455.17,True,125
405,20250716,20250812,2,783,5,OPP-000405,Lost,9,27448.7,False,27
406,20250704,20250809,5,715,4,OPP-000406,Won,21,2493081.32,True,36
407,20250420,20250514,5,154,4,OPP-000407,Lost,3,345216.3,False,24
408,20241220,20250411,3,936,6,OPP-000408,Won,3,126922.34,True,112
409,20241205,20250203,5,428,2,OPP-000409,Won,7,836478.69,True,60
410,20241030,20250227,3,98,7,OPP-000410,Won,7,290596.01,True,120
411,20250729,20251012,1,356,6,OPP-000411,Won,7,40575.83,True,75
412,20260527,20260531,4,594,13,OPP-000412,Won,21,1408100.61,True,46
413,20240707,,5,606,10,OPP-000413,Qualified,19,2198445.67,False,
414,20250215,,5,83,5,OPP-000414,Qualified,3,349082.87,False,
415,20260429,20260531,1,344,8,OPP-000415,Lost,5,28985.14,False,94
416,20241116,,2,206,9,OPP-000416,Proposal,11,34985.17,False,
417,20240904,20250227,2,183,8,OPP-000417,Won,19,57893.61,True,176
418,20240718,,1,40,2,OPP-000418,Qualified,18,96389.0,False,
419,20240602,,2,694,1,OPP-000419,Negotiation,13,44230.55,False,
420,20240812,,2,684,1,OPP-000420,Negotiation,15,49106.65,False,
421,20250106,,1,67,7,OPP-000421,Qualified,1,5643.11,False,
422,20250515,20251018,3,284,1,OPP-000422,Won,9,353514.5,True,156
423,20250527,20250803,1,486,6,OPP-000423,Won,15,78014.08,True,68
424,20250913,20251201,5,278,9,OPP-000424,Won,14,1574971.18,True,79
425,20251225,20260520,3,419,6,OPP-000425,Won,22,872813.42,True,146
426,20260207,20260228,3,806,3,OPP-000426,Won,19,734540.0,True,21
427,20250425,,5,294,4,OPP-000427,Qualified,18,1915150.52,False,
428,20240916,20241031,4,890,5,OPP-000428,Lost,18,1232679.19,False,45
429,20250717,,5,567,9,OPP-000429,Qualified,10,1078993.38,False,
430,20250831,,3,336,7,OPP-000430,Qualified,14,619288.39,False,
431,20260320,20260511,5,889,12,OPP-000431,Won,22,2614493.2,True,52
432,20250821,20251008,2,404,2,OPP-000432,Lost,9,29274.81,False,48
433,20250820,20250916,5,848,11,OPP-000433,Won,2,220452.8,True,27
434,20251019,,2,869,2,OPP-000434,Qualified,22,72248.87,False,
435,20241024,20250420,1,71,3,OPP-000435,Won,14,76309.77,True,178
436,20250902,20250924,4,534,13,OPP-000436,Won,19,1290779.65,True,22
437,20241212,,2,139,9,OPP-000437,Negotiation,6,20180.22,False,
438,20250219,,3,316,6,OPP-000438,Proposal,19,767414.03,False,
439,20240710,20241120,5,271,5,OPP-000439,Won,14,1630146.64,True,133
440,20251003,,5,593,7,OPP-000440,Qualified,16,1736417.56,False,
441,20240820,,2,923,1,OPP-000441,Lead,3,9036.82,False,
442,20260323,20260531,5,718,10,OPP-000442,Won,16,1641073.44,True,163
443,20260328,20260531,2,367,12,OPP-000443,Won,21,69294.95,True,180
444,20250219,20250620,2,446,12,OPP-000444,Won,13,41184.53,True,121
445,20250116,,4,571,8,OPP-000445,Qualified,23,1579206.99,False,
446,20250912,,5,103,2,OPP-000446,Qualified,5,584801.7,False,
447,20251117,20260321,5,1000,8,OPP-000447,Won,23,2499162.31,True,124
448,20260213,,2,104,9,OPP-000448,Proposal,4,13853.17,False,
449,20260302,20260531,3,87,5,OPP-000449,Lost,11,441881.92,False,148
450,20260205,20260401,5,627,13,OPP-000450,Lost,23,2376845.12,False,55
451,20250709,,5,857,11,OPP-000451,Negotiation,22,2260193.98,False,
452,20240721,,5,688,6,OPP-000452,Lead,1,103312.37,False,
453,20250606,,3,997,8,OPP-000453,Proposal,16,612115.98,False,
454,20250311,20250521,1,818,14,OPP-000454,Won,18,98114.86,True,71
455,20251111,,4,264,4,OPP-000455,Proposal,11,672072.24,False,
456,20241017,,5,381,1,OPP-000456,Lead,22,2573912.35,False,
457,20250310,,3,953,4,OPP-000457,Negotiation,16,652171.74,False,
458,20250923,20251205,4,263,4,OPP-000458,Won,20,1274232.78,True,73
459,20250326,20250921,3,346,11,OPP-000459,Won,1,39514.31,True,179
460,20240608,,5,89,5,OPP-000460,Lead,15,1602554.54,False,
461,20250714,,4,21,7,OPP-000461,Proposal,15,1017967.32,False,
462,20260524,,3,451,12,OPP-000462,Proposal,18,745669.04,False,
463,20250131,,3,816,11,OPP-000463,Negotiation,7,297449.25,False,
464,20260330,20260531,4,903,1,OPP-000464,Lost,18,1093045.05,False,94
465,20250613,20250820,3,218,3,OPP-000465,Won,5,200294.48,True,68
466,20260325,20260531,4,845,7,OPP-000466,Won,8,545894.68,True,91
467,20260409,,4,915,5,OPP-000467,Qualified,1,63917.9,False,
468,20250318,20250521,4,100,13,OPP-000468,Won,3,190469.89,True,64
469,20260523,,5,981,9,OPP-000469,Proposal,24,2553422.4,False,
470,20260413,20260531,1,941,6,OPP-000470,Won,25,128832.17,True,53
471,20240714,20240912,5,881,5,OPP-000471,Won,18,2117616.09,True,60
472,20240604,,4,629,2,OPP-000472,Qualified,8,512832.37,False,
473,20250421,20250909,1,260,6,OPP-000473,Won,22,117759.68,True,141
474,20250830,20250920,1,452,10,OPP-000474,Won,16,94977.0,True,21
475,20250311,20250602,3,828,7,OPP-000475,Lost,7,298995.34,False,83
476,20251028,20260212,3,561,10,OPP-000476,Won,11,469055.28,True,107
477,20250316,20250429,5,524,6,OPP-000477,Won,14,1481536.64,True,44
478,20260530,20260531,2,158,2,OPP-000478,Won,4,13177.87,True,65
479,20240714,,1,714,13,OPP-000479,Proposal,9,47321.41,False,
480,20241211,20250505,3,988,14,OPP-000480,Lost,8,355342.72,False,145
481,20250331,20250531,5,984,3,OPP-000481,Won,5,594619.12,True,61
482,20250521,,4,9,5,OPP-000482,Proposal,22,1450919.36,False,
483,20250909,,5,478,10,OPP-000483,Qualified,25,2861370.87,False,
484,20260126,,4,864,6,OPP-000484,Lead,22,1525367.84,False,
485,20251106,20251212,1,7,1,OPP-000485,Lost,18,92673.87,False,36
486,20260201,,1,380,10,OPP-000486,Proposal,12,63700.17,False,
487,20241201,20250324,3,882,2,OPP-000487,Won,1,42204.52,True,113
488,20250919,,2,758,10,OPP-000488,Qualified,11,32913.18,False,
489,20260517,,4,27,4,OPP-000489,Lead,17,1118487.7,False,
490,20251228,20260509,1,176,12,OPP-000490,Lost,17,91032.91,False,132
491,20240604,,5,295,9,OPP-000491,Qualified,13,1495259.46,False,
492,20241223,,4,829,9,OPP-000492,Lead,12,729330.64,False,
493,20240704,20240729,2,351,6,OPP-000493,Won,11,35650.75,True,25
494,20241203,20250203,1,797,10,OPP-000494,Lost,1,5177.21,False,62
495,20240831,20250129,3,545,8,OPP-000495,Won,18,754758.85,True,151
496,20241124,20250110,3,974,9,OPP-000496,Won,19,739660.49,True,47
497,20260212,20260321,1,136,6,OPP-000497,Won,10,59053.86,True,37
498,20240604,20240901,2,464,12,OPP-000498,Lost,24,76754.17,False,89
499,20240727,20241116,1,92,1,OPP-000499,Won,19,110591.98,True,112
500,20260131,20260418,4,691,7,OPP-000500,Won,12,782051.72,True,77
501,20241103,,3,842,1,OPP-000501,Qualified,2,83289.4,False,
502,20250514,20250801,4,373,4,OPP-000502,Won,10,687603.56,True,79
503,20251203,,3,631,12,OPP-000503,Proposal,7,269076.11,False,
504,20250126,,1,334,3,OPP-000504,Negotiation,9,47627.8,False,
505,20260304,,3,316,6,OPP-000505,Qualified,2,85585.21,False,
506,20250610,20250730,4,407,4,OPP-000506,Lost,14,901052.97,False,50
507,20250606,20251116,5,647,2,OPP-000507,Won,10,1107780.64,True,163
508,20240923,20241106,3,921,8,OPP-000508,Won,11,448453.18,True,44
509,20250601,20251108,3,909,7,OPP-000509,Won,8,330328.12,True,160
510,20240607,20240923,5,623,8,OPP-000510,Won,7,742237.67,True,108
511,20250815,,3,710,4,OPP-000511,Qualified,16,667938.04,False,
512,20250716,20251113,1,988,14,OPP-000512,Won,3,15721.6,True,120
513,20241015,20250220,1,560,4,OPP-000513,Lost,7,39113.99,False,128
514,20250721,20250805,5,268,10,OPP-000514,Lost,11,1217575.24,False,15
515,20260408,20260531,3,192,9,OPP-000515,Lost,10,430359.84,False,78
516,20240814,,1,910,14,OPP-000516,Negotiation,9,52295.39,False,
517,20251227,20260324,4,311,1,OPP-000517,Lost,14,895264.19,False,87
518,20250126,20250218,5,564,3,OPP-000518,Won,5,591359.8,True,23
519,20260522,,4,770,3,OPP-000519,Lead,24,1631890.06,False,
520,20240817,20241026,1,641,2,OPP-000520,Won,6,32203.34,True,70
521,20251014,20251129,1,766,13,OPP-000521,Won,3,17396.99,True,46
522,20240903,20241026,1,421,4,OPP-000522,Won,13,66865.32,True,53
523,20250531,20250814,1,820,1,OPP-000523,Lost,8,44877.06,False,75
524,20240607,20241101,4,183,8,OPP-000524,Won,3,203895.64,True,147
525,20240709,,4,815,14,OPP-000525,Lead,12,801737.02,False,
526,20251221,,2,896,3,OPP-000526,Negotiation,19,60817.67,False,
527,20250413,,1,125,12,OPP-000527,Lead,9,52284.31,False,
528,20251116,,3,552,3,OPP-000528,Lead,12,492782.65,False,
529,20250923,20251114,1,94,13,OPP-000529,Lost,17,91786.85,False,52
530,20260105,20260531,2,397,4,OPP-000530,Won,20,66414.25,True,169
531,20241124,,4,624,10,OPP-000531,Proposal,7,438788.97,False,
532,20241224,20250213,1,512,5,OPP-000532,Lost,23,124635.58,False,51
533,20241010,20241213,3,723,13,OPP-000533,Won,8,306567.26,True,64
534,20241222,,5,292,10,OPP-000534,Proposal,7,747640.65,False,
535,20251121,20260220,4,159,8,OPP-000535,Won,6,361972.17,True,91
536,20240724,,1,658,6,OPP-000536,Negotiation,23,134992.91,False,
537,20240617,20241101,5,702,8,OPP-000537,Lost,6,621564.39,False,137
538,20250827,20251122,3,401,11,OPP-000538,Won,18,753569.5,True,87
539,20260423,,5,241,13,OPP-000539,Qualified,3,357752.45,False,
540,20250627,20251005,2,910,14,OPP-000540,Lost,13,38705.28,False,100
541,20250816,,3,181,6,OPP-000541,Proposal,21,891130.08,False,
542,20240811,20241201,5,652,2,OPP-000542,Won,11,1156803.88,True,112
543,20250119,20250222,4,526,6,OPP-000543,Won,15,1047815.84,True,34
544,20241204,,1,22,6,OPP-000544,Negotiation,16,84813.97,False,
545,20250807,20260104,5,700,12,OPP-000545,Lost,7,802928.39,False,150
546,20240713,20241031,5,417,8,OPP-000546,Lost,17,2003240.59,False,110
547,20240630,20240801,1,889,12,OPP-000547,Lost,4,21652.26,False,32
548,20260512,20260531,1,956,1,OPP-000548,Lost,8,43963.58,False,102
549,20250819,,5,225,9,OPP-000549,Proposal,12,1299261.81,False,
550,20260108,20260316,5,498,13,OPP-000550,Lost,10,1113155.83,False,67
551,20251025,20260210,2,849,8,OPP-000551,Won,6,18433.47,True,108
552,20240711,,1,685,3,OPP-000552,Negotiation,6,31708.66,False,
553,20250225,20250426,1,282,7,OPP-000553,Won,4,22883.98,True,60
554,20260328,,4,637,12,OPP-000554,Proposal,5,343499.03,False,
555,20240730,,5,303,14,OPP-000555,Lead,20,2062471.33,False,
556,20250620,20250905,4,71,3,OPP-000556,Lost,7,443125.68,False,77
557,20260215,20260415,3,707,4,OPP-000557,Lost,9,361346.51,False,59
558,20250523,,3,855,12,OPP-000558,Qualified,5,207698.13,False,
559,20240624,,2,86,7,OPP-000559,Lead,16,51062.34,False,
560,20240617,20241030,2,206,9,OPP-000560,Lost,6,19489.84,False,135
561,20251213,20260329,4,826,8,OPP-000561,Won,9,584217.3,True,106
562,20251025,20260114,4,396,1,OPP-000562,Lost,8,525689.85,False,81
563,20250114,,1,447,5,OPP-000563,Proposal,25,128619.34,False,
564,20240726,20240820,4,497,8,OPP-000564,Lost,17,1078863.94,False,25
565,20251208,20251229,2,279,9,OPP-000565,Won,2,6926.55,True,21
566,20240826,20250110,1,814,11,OPP-000566,Won,21,113732.29,True,137
567,20240803,,1,292,10,OPP-000567,Proposal,17,88237.93,False,
568,20250103,,4,555,3,OPP-000568,Lead,10,601190.06,False,
569,20240909,20250128,4,977,9,OPP-000569,Lost,4,254529.49,False,141
570,20250608,,3,234,12,OPP-000570,Qualified,19,742978.45,False,
571,20240929,20241217,2,191,8,OPP-000571,Won,15,48780.67,True,79
572,20260228,20260525,5,535,14,OPP-000572,Lost,5,589710.77,False,86
573,20250401,,1,755,9,OPP-000573,Proposal,18,107657.12,False,
574,20251202,,1,465,9,OPP-000574,Proposal,15,85889.26,False,
575,20251022,,2,947,1,OPP-000575,Proposal,2,6416.74,False,
576,20260305,20260422,1,180,8,OPP-000576,Lost,15,88739.69,False,48
577,20240619,,4,275,1,OPP-000577,Negotiation,7,468397.97,False,
578,20240601,20240708,1,861,4,OPP-000578,Won,13,70119.1,True,37
579,20241005,,2,651,12,OPP-000579,Qualified,16,54833.96,False,
580,20250104,,4,34,13,OPP-000580,Proposal,8,503337.76,False,
581,20250130,,3,155,12,OPP-000581,Lead,21,838224.04,False,
582,20250924,20260216,1,432,12,OPP-000582,Lost,11,65198.55,False,145
583,20240805,20250112,5,351,6,OPP-000583,Won,5,522946.56,True,160
584,20250425,20250716,5,190,9,OPP-000584,Lost,10,1185977.99,False,82
585,20260304,,1,773,8,OPP-000585,Negotiation,11,57606.18,False,
586,20240905,,4,760,14,OPP-000586,Qualified,17,1084246.5,False,
587,20241222,,2,775,12,OPP-000587,Qualified,19,57476.07,False,
588,20250620,,1,164,11,OPP-000588,Proposal,4,22855.5,False,
589,20250731,20251220,1,888,1,OPP-000589,Lost,6,35914.25,False,142
590,20260517,,5,634,5,OPP-000590,Qualified,5,545521.21,False,
591,20240704,20241226,1,431,11,OPP-000591,Won,23,131005.47,True,175
592,20250630,20251009,5,338,5,OPP-000592,Won,1,115647.36,True,101
593,20240611,,5,428,2,OPP-000593,Proposal,15,1563535.54,False,
594,20241022,20241209,5,556,12,OPP-000594,Lost,17,1892065.91,False,48
595,20250110,,5,144,2,OPP-000595,Negotiation,1,113394.49,False,
596,20250811,,5,483,7,OPP-000596,Lead,15,1654613.09,False,
597,20241130,,2,81,11,OPP-000597,Qualified,9,30977.05,False,
598,20250519,20250815,2,824,1,OPP-000598,Lost,4,13873.82,False,88
599,20241008,20241209,3,704,2,OPP-000599,Won,17,688114.63,True,62
600,20250330,20250511,2,885,2,OPP-000600,Won,23,74321.82,True,42
601,20250110,20250218,5,561,10,OPP-000601,Won,9,1060617.99,True,39
602,20260309,20260531,2,192,9,OPP-000602,Won,6,20382.34,True,130
603,20241225,20250314,3,474,6,OPP-000603,Won,3,125426.89,True,79
604,20250827,,4,565,12,OPP-000604,Negotiation,14,979709.69,False,
605,20241228,20250510,5,939,9,OPP-000605,Lost,12,1312641.62,False,133
606,20260211,20260516,2,227,9,OPP-000606,Won,16,51722.26,True,94
607,20250821,,1,700,12,OPP-000607,Qualified,9,50467.49,False,
608,20250715,20250804,4,318,3,OPP-000608,Won,22,1429525.46,True,20
609,20241216,20250329,5,340,7,OPP-000609,Won,2,237254.08,True,103
610,20250301,,5,346,11,OPP-000610,Qualified,16,1724659.1,False,
611,20250715,,2,475,9,OPP-000611,Proposal,4,13748.05,False,
612,20260420,20260531,3,191,8,OPP-000612,Won,7,288027.37,True,92
613,20251224,,1,334,3,OPP-000613,Qualified,17,101179.5,False,
614,20250930,,1,136,6,OPP-000614,Proposal,20,104372.03,False,
615,20241115,20250319,4,176,12,OPP-000615,Lost,5,328761.59,False,124
616,20241028,20241216,3,860,9,OPP-000616,Lost,16,635967.89,False,49
617,20240624,,2,930,5,OPP-000617,Qualified,3,10401.94,False,
618,20260519,,3,158,2,OPP-000618,Qualified,15,576596.49,False,
619,20250423,,2,641,2,OPP-000619,Qualified,21,62587.27,False,
620,20251025,20251118,2,204,13,OPP-000620,Lost,11,37212.07,False,24
621,20250629,20250901,4,981,9,OPP-000621,Lost,1,59987.95,False,64
622,20250216,,5,135,5,OPP-000622,Negotiation,1,119475.58,False,
623,20241220,20250129,2,408,1,OPP-000623,Lost,22,69598.75,False,40
624,20250509,,2,733,10,OPP-000624,Lead,10,30540.19,False,
625,20251010,,5,458,7,OPP-000625,Negotiation,11,1290739.87,False,
626,20250206,,1,313,6,OPP-000626,Proposal,21,112467.23,False,
627,20240623,,1,229,3,OPP-000627,Negotiation,6,31751.67,False,
628,20251008,,5,673,6,OPP-000628,Qualified,18,2016625.46,False,
629,20260315,,4,387,2,OPP-000629,Qualified,25,1679521.58,False,
630,20251219,,4,359,7,OPP-000630,Negotiation,19,1294439.0,False,
631,20250907,,3,520,5,OPP-000631,Lead,15,596596.06,False,
632,20250103,20250605,4,348,3,OPP-000632,Won,5,335730.99,True,153
633,20251124,,1,755,9,OPP-000633,Proposal,19,110710.73,False,
634,20241122,20250207,5,489,13,OPP-000634,Lost,24,2454741.06,False,77
635,20250418,20250705,4,651,12,OPP-000635,Won,10,649540.08,True,78
636,20240714,20240907,5,13,5,OPP-000636,Won,1,117117.8,True,55
637,20250915,,2,618,13,OPP-000637,Negotiation,10,32298.29,False,
638,20241126,,3,644,1,OPP-000638,Lead,16,637506.24,False,
639,20251003,,1,806,3,OPP-000639,Qualified,3,15405.72,False,
640,20250721,20250927,4,594,13,OPP-000640,Lost,9,582017.01,False,68
641,20241123,20250418,1,455,1,OPP-000641,Lost,3,16854.73,False,146
642,20251029,20251119,1,809,14,OPP-000642,Won,9,52424.56,True,21
643,20250912,,1,817,13,OPP-000643,Qualified,17,87197.07,False,
644,20240910,20241030,5,122,8,OPP-000644,Lost,5,549813.26,False,50
645,20250126,,1,578,14,OPP-000645,Proposal,21,113272.98,False,
646,20251124,,1,143,8,OPP-000646,Qualified,16,91846.54,False,
647,20260528,,3,989,9,OPP-000647,Proposal,19,806473.06,False,
648,20250811,,4,604,10,OPP-000648,Lead,7,441158.74,False,
649,20250401,20250614,5,800,1,OPP-000649,Won,12,1248242.28,True,74
650,20250130,,5,638,1,OPP-000650,Qualified,19,2250828.41,False,
651,20250822,20250924,3,775,12,OPP-000651,Won,25,1006683.72,True,33
652,20250401,20250901,3,235,8,OPP-000652,Won,3,128970.86,True,153
653,20241213,20250207,2,330,7,OPP-000653,Won,13,41804.15,True,56
654,20240821,20241114,3,276,7,OPP-000654,Won,10,443594.38,True,85
655,20240605,,2,654,2,OPP-000655,Qualified,20,63502.23,False,
656,20260528,20260531,4,523,14,OPP-000656,Won,6,407969.64,True,74
657,20241222,20250612,3,409,12,OPP-000657,Won,19,803291.16,True,172
658,20260118,20260311,4,435,8,OPP-000658,Lost,8,551484.18,False,52
659,20260226,20260403,1,717,3,OPP-000659,Lost,20,102576.11,False,36
660,20250221,,4,410,11,OPP-000660,Lead,1,61888.25,False,
661,20250607,20250823,1,137,13,OPP-000661,Lost,12,67130.46,False,77
662,20260519,20260531,1,706,6,OPP-000662,Lost,2,10280.3,False,81
663,20251216,,5,793,1,OPP-000663,Lead,8,900323.77,False,
664,20250813,,1,402,6,OPP-000664,Proposal,10,55656.05,False,
665,20250611,20251016,5,731,13,OPP-000665,Lost,6,633566.43,False,127
666,20241204,,1,769,12,OPP-000666,Negotiation,24,138985.57,False,
667,20251218,20260320,3,597,2,OPP-000667,Lost,6,267349.86,False,92
668,20250807,,1,443,2,OPP-000668,Qualified,17,87549.91,False,
669,20260219,20260531,4,49,9,OPP-000669,Won,8,521576.55,True,104
670,20250108,20250316,1,78,12,OPP-000670,Won,22,115105.23,True,67
671,20260311,20260531,1,193,10,OPP-000671,Won,5,28972.77,True,82
672,20251115,,5,365,9,OPP-000672,Negotiation,6,668819.04,False,
673,20251104,20251216,4,365,9,OPP-000673,Lost,7,463388.08,False,42
674,20251022,,5,257,3,OPP-000674,Negotiation,16,1832541.03,False,
675,20251112,20251210,4,384,6,OPP-000675,Lost,7,483387.77,False,28
676,20240923,20241125,3,785,12,OPP-000676,Won,7,297157.08,True,63
677,20240908,20241001,5,526,6,OPP-000677,Lost,16,1880702.1,False,23
678,20241019,20241208,1,956,1,OPP-000678,Won,18,94808.41,True,50
679,20260409,,4,605,1,OPP-000679,Negotiation,16,1059495.46,False,
680,20240801,20241106,1,633,9,OPP-000680,Lost,23,130709.88,False,97
681,20250529,,2,845,7,OPP-000681,Proposal,6,20868.37,False,
682,20250805,20250916,4,245,7,OPP-000682,Won,6,418843.71,True,42
683,20260422,,3,561,10,OPP-000683,Negotiation,10,402720.61,False,
684,20240716,20241121,1,813,6,OPP-000684,Won,7,35781.48,True,128
685,20260210,,1,477,5,OPP-000685,Proposal,8,46260.3,False,
686,20240730,,4,938,1,OPP-000686,Lead,18,1089605.37,False,
687,20250322,20250914,3,202,8,OPP-000687,Won,19,812753.56,True,176
688,20240709,,5,3,10,OPP-000688,Negotiation,19,2152934.86,False,
689,20240829,,4,423,6,OPP-000689,Negotiation,3,185054.08,False,
690,20240827,,5,89,5,OPP-000690,Qualified,11,1292638.4,False,
691,20250208,20250720,2,875,12,OPP-000691,Won,8,24230.71,True,162
692,20240620,20241202,4,581,8,OPP-000692,Won,16,1012045.97,True,165
693,20250712,20251002,2,212,5,OPP-000693,Won,19,60260.87,True,82
694,20240619,20240929,3,215,4,OPP-000694,Won,22,935089.59,True,102
695,20251210,20260405,2,883,5,OPP-000695,Won,24,79793.23,True,116
696,20240902,20241218,3,80,2,OPP-000696,Lost,15,643376.49,False,107
697,20240810,20241212,3,3,10,OPP-000697,Won,18,703623.24,True,124
698,20260331,20260510,1,168,3,OPP-000698,Lost,5,26247.65,False,40
699,20250127,20250521,2,625,2,OPP-000699,Lost,2,6799.84,False,114
700,20260414,20260531,4,255,7,OPP-000700,Lost,13,860778.79,False,60
701,20240904,,2,261,4,OPP-000701,Qualified,4,12459.39,False,
702,20240804,20241017,1,266,5,OPP-000702,Won,18,97158.73,True,74
703,20260430,,4,945,11,OPP-000703,Lead,12,779535.53,False,
704,20240927,,3,335,5,OPP-000704,Lead,20,852015.52,False,
705,20250413,20250718,4,341,11,OPP-000705,Won,17,1041325.9,True,96
706,20250320,20250812,1,894,2,OPP-000706,Lost,4,21140.2,False,145
707,20241018,,5,885,2,OPP-000707,Lead,11,1287212.47,False,
708,20250914,20260115,5,978,3,OPP-000708,Won,21,2334037.67,True,123
709,20250724,,5,17,7,OPP-000709,Proposal,15,1688982.51,False,
710,20260304,,5,356,6,OPP-000710,Qualified,9,1055734.94,False,
711,20260116,20260522,1,128,3,OPP-000711,Lost,2,10841.62,False,126
712,20250730,20251101,2,820,1,OPP-000712,Won,7,23597.88,True,94
713,20250325,,5,79,4,OPP-000713,Lead,2,221952.03,False,
714,20260415,20260505,5,240,2,OPP-000714,Lost,7,770116.65,False,20
715,20240930,20250323,1,336,7,OPP-000715,Won,2,11036.22,True,174
716,20250917,20251123,3,677,3,OPP-000716,Won,15,581414.14,True,67
717,20250223,20250708,4,735,3,OPP-000717,Won,20,1288809.35,True,135
718,20250705,20251013,2,416,11,OPP-000718,Lost,21,72615.58,False,100
719,20240706,,1,181,6,OPP-000719,Proposal,1,5610.23,False,
720,20240815,20250120,2,358,13,OPP-000720,Won,15,48485.94,True,158
721,20260324,,2,354,13,OPP-000721,Proposal,13,45351.72,False,
722,20250505,20250828,2,492,6,OPP-000722,Won,11,33498.43,True,115
723,20260102,20260307,5,78,12,OPP-000723,Won,19,2147387.74,True,64
724,20250515,20251010,1,403,10,OPP-000724,Lost,2,11982.1,False,148
725,20250714,20251006,1,507,10,OPP-000725,Lost,18,96522.13,False,84
726,20250119,,4,819,1,OPP-000726,Qualified,19,1144787.88,False,
727,20250914,,3,497,8,OPP-000727,Qualified,25,1101179.8,False,
728,20250520,20250811,3,50,11,OPP-000728,Won,2,89485.38,True,83
729,20250613,20251014,5,215,4,OPP-000729,Won,10,1150602.51,True,123
730,20260309,20260531,2,319,3,OPP-000730,Lost,6,19978.37,False,90
731,20241114,20250327,2,455,1,OPP-000731,Won,25,77902.5,True,133
732,20240704,20241115,2,195,3,OPP-000732,Won,7,24104.08,True,134
733,20260410,,2,282,7,OPP-000733,Proposal,1,3277.24,False,
734,20251007,,5,455,1,OPP-000734,Qualified,18,2155707.9,False,
735,20250623,20250803,4,555,3,OPP-000735,Won,7,482917.39,True,41
736,20250926,20260121,3,929,7,OPP-000736,Won,1,44816.95,True,117
737,20260301,,4,180,8,OPP-000737,Proposal,17,1124357.94,False,
738,20251216,20260516,4,851,9,OPP-000738,Won,20,1348469.92,True,151
739,20260118,,5,176,12,OPP-000739,Lead,5,556233.13,False,
740,20240830,20241108,4,688,6,OPP-000740,Won,16,956099.7,True,70
741,20250228,,3,496,13,OPP-000741,Proposal,11,440521.09,False,
742,20241222,,2,224,9,OPP-000742,Proposal,16,48528.2,False,
743,20250208,20250402,5,513,3,OPP-000743,Lost,22,2329373.85,False,53
744,20250902,20251129,3,619,14,OPP-000744,Lost,4,162310.22,False,88
745,20260402,,4,222,6,OPP-000745,Proposal,11,753481.3,False,
746,20251210,,4,81,11,OPP-000746,Negotiation,9,613177.54,False,
747,20260310,,1,403,10,OPP-000747,Lead,13,74729.03,False,
748,20250922,,5,406,10,OPP-000748,Qualified,7,816097.64,False,
749,20260317,20260531,3,383,1,OPP-000749,Won,13,562080.66,True,82
750,20241114,20250131,2,329,5,OPP-000750,Lost,11,36806.31,False,78
751,20250824,20260219,5,224,9,OPP-000751,Won,24,2576017.36,True,179
752,20241102,,4,165,12,OPP-000752,Proposal,17,1125304.68,False,
753,20250329,20250731,2,451,12,OPP-000753,Lost,12,36163.17,False,124
754,20241125,20250125,3,505,5,OPP-000754,Won,25,1102777.56,True,61
755,20240929,20250307,4,18,7,OPP-000755,Won,17,1137267.99,True,159
756,20250207,,4,987,8,OPP-000756,Qualified,22,1485088.98,False,
757,20250131,20250430,1,955,7,OPP-000757,Won,11,62656.43,True,89
