customer_key,customer_id,customer_name,segment,industry,geography_key,signup_date_key
388,CUST-000388,Johnson LLC,SMB,Government,4,20250211
389,CUST-000389,"Lopez, Fox and Brown",Mid-Market,Hospitality,9,20240825
390,CUST-000390,"Conway, Campbell and Casey",SMB,Manufacturing,11,20241211
391,CUST-000391,Guzman-Reed,SMB,Logistics,4,20250530
392,CUST-000392,"Carr, Singh and Fuentes",Mid-Market,Logistics,10,20240623
393,CUST-000393,Ray and Sons,Public Sector,Logistics,1,20241007
394,CUST-000394,Butler LLC,Enterprise,Logistics,2,20241219
395,CUST-000395,"Terry, Taylor and Schultz",SMB,Education,1,20250501
396,CUST-000396,Atkinson-Wilkins,SMB,Healthcare,1,20250202
397,CUST-000397,Turner-Hill,Mid-Market,Retail,4,20250103
398,CUST-000398,"Caldwell, Cooper and Landry",Mid-Market,Logistics,11,20250119
399,CUST-000399,Olson LLC,SMB,Healthcare,7,20241003
400,CUST-000400,Atkins Group,SMB,Government,7,20250214
401,CUST-000401,"Gross, Blankenship and Ramsey",Enterprise,Hospitality,11,20250202
402,CUST-000402,"Reid, Conley and Smith",SMB,Education,6,20240909
403,CUST-000403,Hernandez-Dawson,Enterprise,Logistics,10,20240905
404,CUST-000404,Miller-Holmes,Enterprise,Hospitality,2,20241209
405,CUST-000405,Carpenter and Sons,SMB,Hospitality,5,20250407
406,CUST-000406,"Cunningham, Grant and Robinson",SMB,Logistics,10,20241125
407,CUST-000407,Forbes-Morrison,Enterprise,Manufacturing,4,20240919
408,CUST-000408,"Evans, Cole and Johnson",SMB,Education,1,20241231
409,CUST-000409,Salas-Love,Enterprise,Manufacturing,12,20241107
410,CUST-000410,"Acevedo, Cox and Haynes",Enterprise,Government,11,20241127
411,CUST-000411,Miller-Lindsey,SMB,Hospitality,9,20241126
412,CUST-000412,Chavez and Sons,Mid-Market,Logistics,9,20250508
413,CUST-000413,Davidson Group,SMB,Logistics,8,20240620
414,CUST-000414,Hansen LLC,Mid-Market,Logistics,2,20241223
415,CUST-000415,Robbins-Burgess,SMB,Healthcare,12,20240916
416,CUST-000416,Brown LLC,Public Sector,Government,11,20240904
417,CUST-000417,"Woodard, Adams and Schneider",SMB,Healthcare,8,20241223
418,CUST-000418,Maddox Ltd,Enterprise,Government,9,20241030
419,CUST-000419,"Robbins, Banks and Preston",Enterprise,Manufacturing,6,20240705
420,CUST-000420,"Thomas, White and Butler",SMB,Education,11,20250317
421,CUST-000421,"Miller, Branch and Hall",Mid-Market,Hospitality,4,20241115
422,CUST-000422,Bryant-Sanchez,Mid-Market,Education,10,20241101
423,CUST-000423,"Fowler, Gilbert and Cervantes",Enterprise,Healthcare,6,20250124
424,CUST-000424,Richards-Howell,Public Sector,Government,11,20250413
425,CUST-000425,Warner Inc,Public Sector,Logistics,1,20250525
426,CUST-000426,Smith-Wells,SMB,Healthcare,10,20241024
427,CUST-000427,Velasquez-Petersen,Enterprise,Logistics,4,20240817
428,CUST-000428,"Miller, Burgess and Steele",SMB,Retail,2,20250314
429,CUST-000429,"Adams, Bailey and Miller",SMB,Logistics,13,20241201
430,CUST-000430,"Ramirez, Thomas and Martin",SMB,Government,12,20240722
431,CUST-000431,Levy-Gonzales,Enterprise,Logistics,11,20250419
432,CUST-000432,"Ramirez, Callahan and Ryan",Mid-Market,Government,12,20240922
433,CUST-000433,Aguilar PLC,Public Sector,Government,12,20250429
434,CUST-000434,"Schmitt, Lewis and Rogers",SMB,Retail,14,20250421
435,CUST-000435,"Carlson, Santana and Gardner",Enterprise,Education,8,20241231
436,CUST-000436,"Elliott, Kelly and Foster",Public Sector,Healthcare,8,20240627
437,CUST-000437,Chen-Ramirez,Mid-Market,Logistics,8,20240707
438,CUST-000438,Townsend-Taylor,Mid-Market,Government,11,20240818
439,CUST-000439,Barnett-Garcia,SMB,Hospitality,7,20250106
440,CUST-000440,"Jones, Herrera and Russell",SMB,Manufacturing,12,20240920
441,CUST-000441,Beck and Sons,SMB,Healthcare,6,20240602
442,CUST-000442,Conley LLC,SMB,Education,5,20240725
443,CUST-000443,"Hancock, Oconnell and Dixon",SMB,Government,2,20241130
444,CUST-000444,Oconnor-Robinson,SMB,Government,14,20250422
445,CUST-000445,Powers-Jones,Mid-Market,Logistics,14,20240713
446,CUST-000446,Hayes-Dawson,Enterprise,Logistics,12,20240813
447,CUST-000447,Cooper-Nichols,Enterprise,Education,5,20250416
448,CUST-000448,Dillon-Ho,Mid-Market,Government,5,20250319
449,CUST-000449,Moore-Bullock,Public Sector,Manufacturing,12,20240611
450,CUST-000450,Cook-King,SMB,Hospitality,10,20250423
451,CUST-000451,"Taylor, Ross and Herrera",Public Sector,Education,12,20241120
452,CUST-000452,Doyle-Kane,Mid-Market,Government,10,20250307
453,CUST-000453,Haley PLC,Mid-Market,Hospitality,11,20250316
454,CUST-000454,Jefferson Group,SMB,Government,7,20241203
455,CUST-000455,Stevens-Singh,SMB,Logistics,1,20250201
456,CUST-000456,Johnson Ltd,SMB,Education,6,20250509
457,CUST-000457,Wong-Tate,Public Sector,Manufacturing,10,20240705
458,CUST-000458,"Bennett, Nielsen and Simmons",Mid-Market,Healthcare,7,20241103
459,CUST-000459,"Davis, Jackson and Garcia",SMB,Government,8,20240912
460,CUST-000460,"Gonzales, Gibbs and Pearson",Enterprise,Manufacturing,13,20241020
461,CUST-000461,"Berg, Mccarthy and Hendricks",SMB,Manufacturing,9,20241016
462,CUST-000462,Brown and Sons,Mid-Market,Government,4,20240605
463,CUST-000463,"Wilson, Wolf and George",Mid-Market,Government,2,20241223
464,CUST-000464,Cruz Group,Mid-Market,Government,12,20250523
465,CUST-000465,"Bowman, Sanchez and Davis",Mid-Market,Manufacturing,9,20240804
466,CUST-000466,Ryan and Sons,Mid-Market,Logistics,10,20241027
467,CUST-000467,"Rogers, Floyd and Smith",Enterprise,Retail,14,20241013
468,CUST-000468,Fisher Inc,Mid-Market,Logistics,8,20250502
469,CUST-000469,Padilla-Reese,Enterprise,Retail,11,20250302
470,CUST-000470,Clark-Anderson,Enterprise,Government,10,20240805
471,CUST-000471,Rodriguez Inc,SMB,Education,10,20250410
472,CUST-000472,"Randall, Boyd and Ruiz",Enterprise,Retail,8,20241024
473,CUST-000473,Lynn-Cannon,Mid-Market,Government,5,20240806
474,CUST-000474,Gardner LLC,Enterprise,Government,6,20250428
475,CUST-000475,Thomas Group,SMB,Education,9,20241211
476,CUST-000476,Mckenzie and Sons,SMB,Manufacturing,7,20241002
477,CUST-000477,"Daniels, Zimmerman and Wells",Public Sector,Healthcare,5,20240827
478,CUST-000478,Livingston-Lopez,Enterprise,Hospitality,10,20250111
479,CUST-000479,"Ortiz, Williams and Wright",Mid-Market,Retail,11,20240615
480,CUST-000480,Kennedy-Warner,SMB,Logistics,12,20241018
481,CUST-000481,Allen Inc,Public Sector,Healthcare,1,20240912
482,CUST-000482,"Conley, Howe and Finley",SMB,Logistics,13,20250403
483,CUST-000483,Stephens-Berry,SMB,Healthcare,7,20250211
484,CUST-000484,"Chase, Adams and Gilmore",Mid-Market,Government,7,20241004
485,CUST-000485,Jackson-Soto,SMB,Education,1,20250304
486,CUST-000486,Andrade-Johnson,Public Sector,Government,6,20250526
487,CUST-000487,Morrison Group,SMB,Healthcare,8,20240602
488,CUST-000488,Delgado LLC,Mid-Market,Healthcare,6,20250527
489,CUST-000489,Simon Inc,Mid-Market,Retail,13,20241207
490,CUST-000490,Perez LLC,Mid-Market,Education,2,20240726
491,CUST-000491,Tyler-Miles,Mid-Market,Government,14,20250222
492,CUST-000492,"Reynolds, Smith and Roberts",Mid-Market,Retail,6,20240610
493,CUST-000493,Lozano and Sons,SMB,Healthcare,9,20241123
494,CUST-000494,Austin-Brown,Public Sector,Hospitality,2,20240814
495,CUST-000495,Mann-Taylor,SMB,Hospitality,7,20240816
496,CUST-000496,Stanton Inc,SMB,Education,13,20250305
497,CUST-000497,Hawkins-Woodard,Enterprise,Manufacturing,8,20241217
498,CUST-000498,Cline-Payne,Public Sector,Education,13,20250521
499,CUST-000499,Howell Inc,Mid-Market,Healthcare,2,20241005
500,CUST-000500,Hanson-Henson,Mid-Market,Retail,14,20250527
501,CUST-000501,Scott-Flores,Mid-Market,Education,13,20240715
502,CUST-000502,Cox Inc,Public Sector,Hospitality,10,20250315
503,CUST-000503,"Morales, Black and Gilbert",Public Sector,Retail,9,20250321
504,CUST-000504,Mathis Inc,SMB,Hospitality,4,20241016
505,CUST-000505,Lucero-Morgan,Public Sector,Education,5,20240828
506,CUST-000506,"Barrett, Knight and Hernandez",SMB,Education,6,20240615
507,CUST-000507,"Watson, Johnson and Glass",Mid-Market,Manufacturing,10,20241224
508,CUST-000508,Rubio Ltd,Public Sector,Government,9,20241129
509,CUST-000509,Prince-Porter,Mid-Market,Healthcare,13,20240614
510,CUST-000510,Matthews Group,Enterprise,Healthcare,5,20241106
511,CUST-000511,Bates-Hammond,SMB,Government,14,20250323
512,CUST-000512,"Smith, James and Allen",Mid-Market,Healthcare,5,20241104
513,CUST-000513,"Mccullough, Murray and Wheeler",Enterprise,Education,3,20241009
514,CUST-000514,"Taylor, Maddox and Williams",SMB,Healthcare,3,20241103
515,CUST-000515,Logan Ltd,SMB,Education,1,20240905
516,CUST-000516,Boyd Group,Public Sector,Healthcare,6,20250313
517,CUST-000517,Chapman-Blackwell,Mid-Market,Healthcare,8,20241201
518,CUST-000518,Whitehead Ltd,SMB,Education,10,20240923
519,CUST-000519,West-Russell,Enterprise,Logistics,10,20241126
520,CUST-000520,Mclaughlin Inc,Public Sector,Logistics,5,20241111
521,CUST-000521,"Crawford, Sandoval and Holt",SMB,Logistics,4,20240606
522,CUST-000522,Ryan-Dixon,SMB,Logistics,9,20240930
523,CUST-000523,Brown-Tucker,SMB,Education,14,20240707
524,CUST-000524,Lopez-Jackson,Mid-Market,Healthcare,6,20240709
525,CUST-000525,Arnold-Fernandez,SMB,Hospitality,10,20240916
526,CUST-000526,"Evans, Lewis and Harper",Enterprise,Government,6,20250410
527,CUST-000527,Young Inc,Enterprise,Retail,2,20250505
528,CUST-000528,"Perez, Hull and Mueller",SMB,Manufacturing,9,20240713
529,CUST-000529,"Wright, Conway and Keller",SMB,Retail,6,20250506
530,CUST-000530,"Schwartz, Wagner and Woods",Public Sector,Hospitality,12,20240611
531,CUST-000531,"Valdez, Garcia and Perez",SMB,Education,8,20250524
532,CUST-000532,Vasquez PLC,Public Sector,Retail,14,20250401
533,CUST-000533,Schneider-Santos,Mid-Market,Education,5,20240820
534,CUST-000534,Keller Group,Enterprise,Healthcare,13,20250419
535,CUST-000535,Hernandez-Nichols,Enterprise,Logistics,14,20241210
536,CUST-000536,Good-Gilbert,Mid-Market,Education,2,20240717
537,CUST-000537,Parker-Wilson,Public Sector,Government,5,20250116
538,CUST-000538,"Williams, Collins and Vaughn",Public Sector,Healthcare,12,20240924
539,CUST-000539,"King, Walker and Ferguson",Enterprise,Retail,11,20241231
540,CUST-000540,Kim Group,SMB,Retail,9,20241030
541,CUST-000541,George-Phillips,SMB,Retail,1,20241229
542,CUST-000542,Clarke LLC,Mid-Market,Logistics,3,20240911
543,CUST-000543,Weiss-Mack,Enterprise,Retail,9,20250210
544,CUST-000544,Harris-Lopez,SMB,Hospitality,13,20250312
545,CUST-000545,Smith-Mcneil,Mid-Market,Education,8,20250403
546,CUST-000546,Mccarthy-Taylor,Mid-Market,Education,5,20240728
547,CUST-000547,Maxwell-Morgan,SMB,Manufacturing,4,20241012
548,CUST-000548,Flores and Sons,Public Sector,Hospitality,10,20250530
549,CUST-000549,Chandler-Stone,Mid-Market,Government,11,20241217
550,CUST-000550,Mckinney-Wells,SMB,Government,9,20250119
551,CUST-000551,Moore-Bell,Mid-Market,Government,11,20241117
552,CUST-000552,Ellis-Landry,Enterprise,Education,3,20240907
553,CUST-000553,"Lawson, Fletcher and Roberts",Mid-Market,Manufacturing,6,20250426
554,CUST-000554,"Munoz, Patterson and Ramirez",SMB,Healthcare,4,20250504
555,CUST-000555,Carroll-Cisneros,Enterprise,Logistics,3,20240603
556,CUST-000556,Chavez-Walsh,SMB,Logistics,12,20250412
557,CUST-000557,Lamb Inc,Enterprise,Logistics,5,20240730
558,CUST-000558,"Sanchez, Weiss and Hensley",Mid-Market,Healthcare,8,20241106
559,CUST-000559,Blackwell-Bautista,Public Sector,Government,5,20250111
560,CUST-000560,"Rodriguez, Davis and Lam",Mid-Market,Manufacturing,4,20250110
561,CUST-000561,Pena-Flores,Public Sector,Retail,10,20250116
562,CUST-000562,Lee-Arnold,Mid-Market,Healthcare,13,20250116
563,CUST-000563,Henry LLC,Mid-Market,Hospitality,13,20241117
564,CUST-000564,"Lee, Evans and Hunter",Mid-Market,Logistics,3,20240707
565,CUST-000565,Johnson PLC,Mid-Market,Government,12,20250205
566,CUST-000566,"Hines, Gomez and Greene",SMB,Education,13,20241028
567,CUST-000567,"Myers, Barber and Wilcox",SMB,Logistics,9,20240916
568,CUST-000568,Miller and Sons,Mid-Market,Education,7,20250220
569,CUST-000569,Price and Sons,SMB,Logistics,12,20240616
570,CUST-000570,Simpson-Baker,Mid-Market,Retail,3,20250512
571,CUST-000571,"Sims, Morgan and Olson",Mid-Market,Logistics,8,20240807
572,CUST-000572,Kelly Inc,Public Sector,Manufacturing,10,20250124
573,CUST-000573,"Frey, Flynn and Pena",SMB,Logistics,9,20250410
574,CUST-000574,Phillips-Mccoy,SMB,Retail,14,20241022
575,CUST-000575,Brown-Morrison,Public Sector,Manufacturing,14,20240723
576,CUST-000576,Obrien LLC,Mid-Market,Retail,11,20250224
577,CUST-000577,"Howard, Mejia and Smith",Public Sector,Hospitality,6,20240617
578,CUST-000578,Miller-Benson,SMB,Education,14,20241123
579,CUST-000579,Hays-Bennett,Public Sector,Logistics,8,20250216
580,CUST-000580,Romero PLC,SMB,Manufacturing,2,20240720
581,CUST-000581,"Jackson, Houston and Montes",SMB,Education,8,20250502
582,CUST-000582,Nguyen LLC,Enterprise,Government,7,20240908
583,CUST-000583,"Ramirez, Rodriguez and Miller",Enterprise,Hospitality,4,20250207
584,CUST-000584,Mcintyre LLC,Mid-Market,Manufacturing,4,20240901
585,CUST-000585,Cunningham and Sons,Mid-Market,Manufacturing,7,20240617
586,CUST-000586,Mcgee-Hampton,Enterprise,Hospitality,9,20250218
587,CUST-000587,"Graham, Livingston and Perry",SMB,Logistics,10,20240905
588,CUST-000588,Scott-Torres,Public Sector,Retail,12,20250301
589,CUST-000589,Davis and Sons,SMB,Education,2,20250228
590,CUST-000590,Blackburn-Grant,SMB,Education,7,20240915
591,CUST-000591,Dean-Peterson,Mid-Market,Logistics,2,20250331
592,CUST-000592,"Bautista, Wilson and Gilbert",SMB,Logistics,5,20250202
593,CUST-000593,Davidson-Robinson,Mid-Market,Logistics,7,20240617
594,CUST-000594,"Mitchell, Gregory and Reynolds",SMB,Manufacturing,13,20241007
595,CUST-000595,"Scott, Munoz and Holmes",SMB,Retail,5,20240821
596,CUST-000596,"Bryant, Norman and Malone",SMB,Logistics,1,20250405
597,CUST-000597,"Huffman, Bowers and Bailey",Mid-Market,Manufacturing,2,20241015
598,CUST-000598,"Mcgee, Campos and Thomas",SMB,Hospitality,8,20240609
599,CUST-000599,Bond LLC,SMB,Healthcare,11,20250522
600,CUST-000600,Collins-Good,Public Sector,Retail,7,20241207
601,CUST-000601,"Kennedy, Moore and Brown",Public Sector,Manufacturing,9,20250322
602,CUST-000602,Russell-Hernandez,SMB,Education,13,20250109
603,CUST-000603,Fisher and Sons,Public Sector,Education,6,20241129
604,CUST-000604,Henderson Inc,Public Sector,Logistics,10,20240726
605,CUST-000605,Bennett-Bradford,Mid-Market,Hospitality,1,20241229
606,CUST-000606,Miller PLC,Mid-Market,Manufacturing,10,20240816
607,CUST-000607,Mcmahon-Mccann,Mid-Market,Healthcare,13,20240704
608,CUST-000608,"Wise, Hardy and Caldwell",Public Sector,Retail,10,20250403
609,CUST-000609,Poole Inc,Mid-Market,Retail,5,20240804
610,CUST-000610,"Huang, White and Walters",Mid-Market,Healthcare,2,20240921
611,CUST-000611,Lucas-Weaver,Mid-Market,Education,9,20240828
612,CUST-000612,"Palmer, Maldonado and Thompson",Mid-Market,Logistics,6,20250124
613,CUST-000613,Weeks Ltd,Public Sector,Healthcare,11,20250412
614,CUST-000614,Black PLC,Public Sector,Government,7,20240920
615,CUST-000615,Sanchez PLC,SMB,Manufacturing,5,20241130
616,CUST-000616,"Lopez, Randall and Klein",SMB,Retail,13,20250423
617,CUST-000617,"Bennett, Brown and Rodriguez",Mid-Market,Manufacturing,9,20241127
618,CUST-000618,"Scott, Robertson and Vazquez",SMB,Logistics,13,20240901
619,CUST-000619,Mccarthy and Sons,SMB,Manufacturing,14,20240831
620,CUST-000620,Diaz-Valentine,SMB,Logistics,3,20250426
621,CUST-000621,"Davis, Johnson and Banks",SMB,Hospitality,11,20240812
622,CUST-000622,"Castaneda, Avila and Cohen",Mid-Market,Healthcare,14,20241231
623,CUST-000623,Miller PLC,Public Sector,Logistics,8,20241107
624,CUST-000624,Benton Inc,Enterprise,Education,10,20250128
625,CUST-000625,Wolfe-Brown,SMB,Hospitality,2,20250113
626,CUST-000626,"Scott, Gardner and Santos",Mid-Market,Education,6,20240706
627,CUST-000627,Mccarthy Ltd,Mid-Market,Education,13,20240912
628,CUST-000628,"Bell, Schmidt and Miranda",Mid-Market,Healthcare,8,20241210
629,CUST-000629,Simon-Cruz,Mid-Market,Hospitality,2,20240715
630,CUST-000630,Martinez Group,SMB,Hospitality,9,20241124
631,CUST-000631,Lucas and Sons,Public Sector,Government,12,20241104
632,CUST-000632,Hodge-Lewis,SMB,Government,13,20240627
633,CUST-000633,Spencer-Harmon,SMB,Healthcare,9,20240627
634,CUST-000634,Osborne Group,Enterprise,Government,5,20241023
635,CUST-000635,Alvarez-Perez,SMB,Manufacturing,4,20250418
636,CUST-000636,Knight-Mcdonald,SMB,Government,3,20240708
637,CUST-000637,"Trevino, Ritter and Ramirez",Enterprise,Logistics,12,20240812
638,CUST-000638,Parker-Green,SMB,Manufacturing,1,20241003
639,CUST-000639,Fisher-Snyder,Mid-Market,Manufacturing,3,20240912
640,CUST-000640,"Hughes, Osborne and Anderson",SMB,Government,12,20241210
641,CUST-000641,Robertson and Sons,SMB,Healthcare,2,20240706
642,CUST-000642,Edwards-Herrera,SMB,Manufacturing,9,20250222
643,CUST-000643,Simpson Ltd,SMB,Healthcare,12,20240908
644,CUST-000644,"Rasmussen, Gonzalez and Fuller",Public Sector,Logistics,1,20250104
645,CUST-000645,Spencer-Reyes,SMB,Healthcare,1,20250429
646,CUST-000646,Carter-Patel,SMB,Hospitality,1,20240802
647,CUST-000647,Santiago Group,SMB,Education,2,20250404
648,CUST-000648,Roberts-White,SMB,Government,13,20240710
649,CUST-000649,"Ramos, Garcia and Bailey",Public Sector,Government,1,20250304
650,CUST-000650,Hebert Inc,SMB,Hospitality,9,20241030
651,CUST-000651,"George, Oliver and Sparks",SMB,Healthcare,12,20250114
652,CUST-000652,"Smith, Arnold and Fletcher",SMB,Logistics,2,20250227
653,CUST-000653,Fuentes and Sons,Enterprise,Education,6,20250204
654,CUST-000654,"Hooper, Smith and Gomez",Mid-Market,Healthcare,2,20250103
655,CUST-000655,Patrick Ltd,Enterprise,Healthcare,3,20241104
656,CUST-000656,Thornton-Barnes,Public Sector,Education,9,20241025
657,CUST-000657,Carter-White,SMB,Government,4,20240701
658,CUST-000658,Schneider-Stevens,SMB,Retail,6,20250130
659,CUST-000659,"Perez, Reid and Johnson",Public Sector,Education,8,20250318
660,CUST-000660,"Ingram, Thomas and Morris",Mid-Market,Education,9,20241007
661,CUST-000661,Barnes Inc,Mid-Market,Retail,5,20250415
662,CUST-000662,"Montes, Brown and Davis",Mid-Market,Retail,7,20250128
663,CUST-000663,Macias-Summers,Mid-Market,Hospitality,9,20241215
664,CUST-000664,Brown-Strong,SMB,Retail,3,20250212
665,CUST-000665,Sandoval PLC,Enterprise,Education,4,20241231
666,CUST-000666,Ramos and Sons,Mid-Market,Manufacturing,8,20240701
667,CUST-000667,Warren-Rosales,Mid-Market,Government,11,20241125
668,CUST-000668,"Beasley, Travis and Lloyd",Enterprise,Government,10,20241221
669,CUST-000669,"Frank, Brown and Turner",SMB,Retail,3,20250131
670,CUST-000670,"Myers, Burnett and Johnson",Mid-Market,Manufacturing,1,20250510
671,CUST-000671,"Fuentes, Reed and Dougherty",Enterprise,Logistics,5,20250421
672,CUST-000672,Oliver-Riley,Enterprise,Hospitality,10,20250113
673,CUST-000673,Buchanan-Harper,Public Sector,Logistics,6,20240717
674,CUST-000674,Powers-Ray,Public Sector,Healthcare,11,20250403
675,CUST-000675,"Hunt, Harris and Escobar",SMB,Hospitality,12,20250529
676,CUST-000676,Hill-Wagner,Enterprise,Manufacturing,4,20250529
677,CUST-000677,Mitchell-Duncan,Enterprise,Hospitality,3,20240828
678,CUST-000678,"Martin, Edwards and Jones",Public Sector,Government,3,20240604
679,CUST-000679,Hammond and Sons,SMB,Government,13,20240901
680,CUST-000680,"Hall, Henderson and Stewart",SMB,Government,7,20250528
681,CUST-000681,"Lee, Young and Anderson",Mid-Market,Education,5,20241027
682,CUST-000682,"Rogers, Lin and Conrad",Public Sector,Healthcare,5,20250426
683,CUST-000683,Garcia and Sons,Public Sector,Hospitality,10,20240926
684,CUST-000684,Roberts Inc,SMB,Retail,1,20240813
685,CUST-000685,Moss-Schmidt,SMB,Government,3,20241113
686,CUST-000686,Smith Ltd,Enterprise,Retail,13,20240718
687,CUST-000687,Smith Inc,SMB,Education,1,20250203
688,CUST-000688,"Bennett, Haney and Perez",Enterprise,Hospitality,6,20240813
689,CUST-000689,"Pena, Mora and Curry",SMB,Logistics,1,20240622
690,CUST-000690,Carroll-Martin,SMB,Manufacturing,1,20250113
691,CUST-000691,Rodgers-Williams,Mid-Market,Hospitality,7,20250224
692,CUST-000692,King Ltd,SMB,Manufacturing,5,20250519
693,CUST-000693,"Ryan, Rose and Martin",SMB,Government,13,20241120
694,CUST-000694,"Kent, Mcdonald and Rowe",Enterprise,Logistics,1,20250410
695,CUST-000695,"Carr, Olson and Perez",Mid-Market,Hospitality,8,20240619
696,CUST-000696,Jenkins LLC,SMB,Hospitality,12,20241125
697,CUST-000697,Gordon-Nielsen,Enterprise,Hospitality,13,20250127
698,CUST-000698,"Brown, White and Barrera",SMB,Manufacturing,6,20240805
699,CUST-000699,Henry Ltd,SMB,Retail,11,20250323
700,CUST-000700,"Wheeler, Meyer and Baxter",Mid-Market,Manufacturing,12,20240913
701,CUST-000701,Marsh Ltd,Public Sector,Logistics,14,20250201
702,CUST-000702,Odom LLC,Mid-Market,Manufacturing,8,20241025
703,CUST-000703,Johnson and Sons,SMB,Retail,9,20240825
704,CUST-000704,Mcconnell-Hill,Public Sector,Retail,2,20240603
705,CUST-000705,Medina-Romero,Mid-Market,Education,12,20240927
706,CUST-000706,"Williams, Nolan and Avila",SMB,Education,6,20250206
707,CUST-000707,Jackson Inc,Public Sector,Manufacturing,4,20241213
708,CUST-000708,Brock PLC,Mid-Market,Education,11,20250228
709,CUST-000709,Malone-Long,Mid-Market,Hospitality,11,20240627
710,CUST-000710,Mata-Lee,Enterprise,Education,4,20241027
711,CUST-000711,"Fox, White and Patterson",SMB,Retail,12,20241211
712,CUST-000712,"Burns, Munoz and Fletcher",SMB,Education,1,20250518
713,CUST-000713,Mclaughlin-Becker,Mid-Market,Manufacturing,1,20250410
714,CUST-000714,Carlson LLC,Mid-Market,Education,13,20250321
715,CUST-000715,"Moore, Coleman and Crawford",SMB,Government,4,20241110
716,CUST-000716,"Torres, Cruz and Martinez",SMB,Education,8,20241230
717,CUST-000717,Ross-Black,SMB,Healthcare,3,20241005
718,CUST-000718,Harris Ltd,Mid-Market,Government,10,20250303
719,CUST-000719,Murphy-Callahan,SMB,Logistics,3,20250404
720,CUST-000720,Smith and Sons,Public Sector,Retail,3,20241009
721,CUST-000721,Mitchell-Smith,SMB,Retail,14,20240924
722,CUST-000722,Ford and Sons,Mid-Market,Retail,1,20241110
723,CUST-000723,"Patel, Espinoza and Mathews",Mid-Market,Government,13,20250505
724,CUST-000724,"Krueger, Rivera and Fuller",Enterprise,Education,7,20250207
725,CUST-000725,"Lawrence, Mcmillan and Bailey",Enterprise,Retail,12,20250401
726,CUST-000726,Sullivan LLC,SMB,Hospitality,3,20240615
727,CUST-000727,"Diaz, Herrera and Baker",SMB,Government,2,20241209
728,CUST-000728,Smith-Hall,SMB,Healthcare,4,20241202
729,CUST-000729,"Salazar, Rogers and Walker",Public Sector,Logistics,9,20241216
730,CUST-000730,"Thomas, Randall and Rangel",SMB,Manufacturing,14,20250425
731,CUST-000731,Brown-Berry,Enterprise,Logistics,13,20240818
732,CUST-000732,Hudson LLC,Enterprise,Healthcare,3,20250529
733,CUST-000733,Bradley-Wright,SMB,Hospitality,10,20241218
734,CUST-000734,"Thomas, Black and Hamilton",SMB,Logistics,4,20240923
735,CUST-000735,Smith PLC,SMB,Logistics,3,20250106
736,CUST-000736,Sanders-Simmons,SMB,Retail,8,20250406
737,CUST-000737,Marquez-Richardson,Mid-Market,Logistics,6,20250406
738,CUST-000738,Jackson LLC,SMB,Education,10,20241023
739,CUST-000739,"Copeland, Johnson and Robinson",SMB,Government,3,20250104
740,CUST-000740,"Richardson, Hood and Welch",SMB,Manufacturing,12,20241104
741,CUST-000741,"Graves, Lee and James",Public Sector,Retail,2,20250127
742,CUST-000742,Bush Inc,Mid-Market,Manufacturing,4,20240914
743,CUST-000743,"Mckinney, Rodriguez and Webb",Mid-Market,Government,14,20241109
744,CUST-000744,Blake-Young,Mid-Market,Hospitality,11,20240920
745,CUST-000745,Young-Jackson,Enterprise,Education,7,20241025
746,CUST-000746,Wood-Knight,SMB,Logistics,3,20250124
747,CUST-000747,"Davis, Nicholson and Carter",Enterprise,Government,9,20241006
748,CUST-000748,Rasmussen-Davis,Public Sector,Hospitality,11,20250423
749,CUST-000749,Espinoza PLC,Mid-Market,Government,12,20250329
750,CUST-000750,Davis PLC,SMB,Hospitality,6,20240629
751,CUST-000751,Ballard-Smith,Mid-Market,Government,5,20250321
752,CUST-000752,Montes LLC,Mid-Market,Manufacturing,3,20241014
753,CUST-000753,Black and Sons,SMB,Logistics,1,20240927
754,CUST-000754,Petersen-Dixon,Mid-Market,Manufacturing,4,20241119
755,CUST-000755,"Griffin, Gay and Brown",SMB,Healthcare,9,20240815
756,CUST-000756,Mckay PLC,SMB,Manufacturing,5,20240629
757,CUST-000757,Walls-Ball,SMB,Government,3,20250319
758,CUST-000758,"Adams, Hubbard and Schwartz",Public Sector,Retail,10,20240613
759,CUST-000759,"Fletcher, Fisher and Daniel",Mid-Market,Manufacturing,3,20250220
760,CUST-000760,Mcguire Group,Enterprise,Hospitality,14,20240730
761,CUST-000761,"Lloyd, Chan and Smith",Enterprise,Manufacturing,5,20241221
762,CUST-000762,Levy-Miller,Public Sector,Government,6,20241206
763,CUST-000763,Houston-Alvarez,Mid-Market,Education,2,20241015
764,CUST-000764,"Webster, Hernandez and King",SMB,Healthcare,1,20240905
765,CUST-000765,"Ashley, Solomon and Fowler",Mid-Market,Manufacturing,6,20240916
766,CUST-000766,Smith-Garcia,SMB,Government,13,20250430
767,CUST-000767,Smith-Graves,SMB,Education,7,20240828
768,CUST-000768,"Hicks, Molina and Mcdonald",Enterprise,Hospitality,1,20250423
769,CUST-000769,Cardenas Group,SMB,Healthcare,12,20250203
770,CUST-000770,Hunter-Wright,Enterprise,Hospitality,3,20240929
771,CUST-000771,Montgomery-Harris,Public Sector,Education,11,20240827
772,CUST-000772,"Harrington, Ford and Brown",Public Sector,Logistics,10,20241205
773,CUST-000773,Adams LLC,SMB,Healthcare,8,20240824
